"Plot Title:  20849263"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849263, SEN S/N: 20849263, LBL: AT)","RH, % (LGR S/N: 20849263, SEN S/N: 20849263, LBL: RH)","Coupler Detached (LGR S/N: 20849263)","Bad Battery (LGR S/N: 20849263)","Good Battery (LGR S/N: 20849263)","Coupler Attached (LGR S/N: 20849263)","Host Connected (LGR S/N: 20849263)","Stopped (LGR S/N: 20849263)","End Of File (LGR S/N: 20849263)"
8005,12.26.20 klo 06.00.00 ap.,-12.208,85.519,,,,,,,
8006,12.26.20 klo 06.30.00 ap.,-12.422,85.836,,,,,,,
8007,12.26.20 klo 07.00.00 ap.,-12.551,85.885,,,,,,,
8008,12.26.20 klo 07.30.00 ap.,-12.723,85.958,,,,,,,
8009,12.26.20 klo 08.00.00 ap.,-13.195,84.420,,,,,,,
8010,12.26.20 klo 08.30.00 ap.,-13.967,85.324,,,,,,,
8011,12.26.20 klo 09.00.00 ap.,-14.096,85.348,,,,,,,
8012,12.26.20 klo 09.30.00 ap.,-14.696,84.542,,,,,,,
8013,12.26.20 klo 10.00.00 ap.,-14.996,84.542,,,,,,,
8014,12.26.20 klo 10.30.00 ap.,-15.383,84.689,,,,,,,
8015,12.26.20 klo 11.00.00 ap.,-15.812,83.785,,,,,,,
8016,12.26.20 klo 11.30.00 ap.,-16.112,83.492,,,,,,,
8017,12.26.20 klo 12.00.00 ip.,-16.241,83.004,,,,,,,
8018,12.26.20 klo 12.30.00 ip.,-16.026,83.419,,,,,,,
8019,12.26.20 klo 01.00.00 ip.,-16.026,84.274,,,,,,,
8020,12.26.20 klo 01.30.00 ip.,-15.769,83.883,,,,,,,
8021,12.26.20 klo 02.00.00 ip.,-15.812,82.564,,,,,,,
8022,12.26.20 klo 02.30.00 ip.,-15.769,84.127,,,,,,,
8023,12.26.20 klo 03.00.00 ip.,-15.812,84.933,,,,,,,
8024,12.26.20 klo 03.30.00 ip.,-15.812,84.298,,,,,,,
8025,12.26.20 klo 04.00.00 ip.,-15.940,83.150,,,,,,,
8026,12.26.20 klo 04.30.00 ip.,-15.897,83.687,,,,,,,
8027,12.26.20 klo 05.00.00 ip.,-15.940,83.468,,,,,,,
8028,12.26.20 klo 05.30.00 ip.,-16.155,83.663,,,,,,,
8029,12.26.20 klo 06.00.00 ip.,-16.069,82.711,,,,,,,
8030,12.26.20 klo 06.30.00 ip.,-16.584,83.663,,,,,,,
8031,12.26.20 klo 07.00.00 ip.,-16.670,83.761,,,,,,,
8032,12.26.20 klo 07.30.00 ip.,-16.670,83.297,,,,,,,
8033,12.26.20 klo 08.00.00 ip.,-17.528,84.127,,,,,,,
8034,12.26.20 klo 08.30.00 ip.,-17.528,83.883,,,,,,,
8035,12.26.20 klo 09.00.00 ip.,-18.042,80.049,,,,,,,
8036,12.26.20 klo 09.30.00 ip.,-18.042,80.781,,,,,,,
8037,12.26.20 klo 10.00.00 ip.,-18.085,81.856,,,,,,,
8038,12.26.20 klo 10.30.00 ip.,-17.785,82.955,,,,,,,
8039,12.26.20 klo 11.00.00 ip.,-18.514,80.391,,,,,,,
8040,12.26.20 klo 11.30.00 ip.,-18.943,80.366,,,,,,,
8041,12.27.20 klo 12.00.00 ap.,-19.115,80.708,,,,,,,
8042,12.27.20 klo 12.30.00 ap.,-18.686,80.757,,,,,,,
8043,12.27.20 klo 01.00.00 ap.,-18.943,79.853,,,,,,,
8044,12.27.20 klo 01.30.00 ap.,-19.415,79.512,,,,,,,
8045,12.27.20 klo 02.00.00 ap.,-19.801,80.269,,,,,,,
8046,12.27.20 klo 02.30.00 ap.,-19.286,79.829,,,,,,,
8047,12.27.20 klo 03.00.00 ap.,-19.630,79.023,,,,,,,
8048,12.27.20 klo 03.30.00 ap.,-19.458,79.902,,,,,,,
8049,12.27.20 klo 04.00.00 ap.,-19.115,79.365,,,,,,,
8050,12.27.20 klo 04.30.00 ap.,-18.643,79.219,,,,,,,
8051,12.27.20 klo 05.00.00 ap.,-18.986,79.609,,,,,,,
8052,12.27.20 klo 05.30.00 ap.,-18.772,80.049,,,,,,,
8053,12.27.20 klo 06.00.00 ap.,-18.557,81.172,,,,,,,
8054,12.27.20 klo 06.30.00 ap.,-18.343,80.000,,,,,,,
8055,12.27.20 klo 07.00.00 ap.,-18.643,80.513,,,,,,,
8056,12.27.20 klo 07.30.00 ap.,-18.986,80.171,,,,,,,
8057,12.27.20 klo 08.00.00 ap.,-19.887,80.757,,,,,,,
8058,12.27.20 klo 08.30.00 ap.,-19.286,80.635,,,,,,,
8059,12.27.20 klo 09.00.00 ap.,-19.244,80.147,,,,,,,
8060,12.27.20 klo 09.30.00 ap.,-19.372,81.123,,,,,,,
8061,12.27.20 klo 10.00.00 ap.,-19.329,82.100,,,,,,,
8062,12.27.20 klo 10.30.00 ap.,-20.059,82.393,,,,,,,
8063,12.27.20 klo 11.00.00 ap.,-19.844,81.563,,,,,,,
8064,12.27.20 klo 11.30.00 ap.,-20.059,82.882,,,,,,,
8065,12.27.20 klo 12.00.00 ip.,-19.072,82.418,,,,,,,
8066,12.27.20 klo 12.30.00 ip.,-18.986,84.420,,,,,,,
8067,12.27.20 klo 01.00.00 ip.,-18.557,81.099,,,,,,,
8068,12.27.20 klo 01.30.00 ip.,-18.428,83.175,,,,,,,
8069,12.27.20 klo 02.00.00 ip.,-18.600,83.541,,,,,,,
8070,12.27.20 klo 02.30.00 ip.,-18.085,82.784,,,,,,,
8071,12.27.20 klo 03.00.00 ip.,-17.442,82.930,,,,,,,
8072,12.27.20 klo 03.30.00 ip.,-17.828,82.515,,,,,,,
8073,12.27.20 klo 04.00.00 ip.,-17.056,83.150,,,,,,,
8074,12.27.20 klo 04.30.00 ip.,-17.056,84.127,,,,,,,
8075,12.27.20 klo 05.00.00 ip.,-16.627,83.492,,,,,,,
8076,12.27.20 klo 05.30.00 ip.,-16.455,83.126,,,,,,,
8077,12.27.20 klo 06.00.00 ip.,-16.155,81.661,,,,,,,
8078,12.27.20 klo 06.30.00 ip.,-15.983,82.442,,,,,,,
8079,12.27.20 klo 07.00.00 ip.,-15.812,82.515,,,,,,,
8080,12.27.20 klo 07.30.00 ip.,-15.511,83.761,,,,,,,
8081,12.27.20 klo 08.00.00 ip.,-15.468,83.980,,,,,,,
8082,12.27.20 klo 08.30.00 ip.,-15.211,84.835,,,,,,,
8083,12.27.20 klo 09.00.00 ip.,-14.954,84.493,,,,,,,
8084,12.27.20 klo 09.30.00 ip.,-14.567,84.298,,,,,,,
8085,12.27.20 klo 10.00.00 ip.,-14.396,85.055,,,,,,,
8086,12.27.20 klo 10.30.00 ip.,-13.752,84.591,,,,,,,
8087,12.27.20 klo 11.00.00 ip.,-13.409,85.299,,,,,,,
8088,12.27.20 klo 11.30.00 ip.,-13.023,83.370,,,,,,,
8089,12.28.20 klo 12.00.00 ap.,-12.766,84.689,,,,,,,
8090,12.28.20 klo 12.30.00 ap.,-12.337,85.714,,,,,,,
8091,12.28.20 klo 01.00.00 ap.,-12.208,85.128,,,,,,,
8092,12.28.20 klo 01.30.00 ap.,-11.822,85.421,,,,,,,
8093,12.28.20 klo 02.00.00 ap.,-11.607,85.665,,,,,,,
8094,12.28.20 klo 02.30.00 ap.,-11.135,87.350,,,,,,,
8095,12.28.20 klo 03.00.00 ap.,-11.093,89.475,,,,,,,
8096,12.28.20 klo 03.30.00 ap.,-10.792,89.426,,,,,,,
8097,12.28.20 klo 04.00.00 ap.,-10.449,88.742,,,,,,,
8098,12.28.20 klo 04.30.00 ap.,-9.591,88.181,,,,,,,
8099,12.28.20 klo 05.00.00 ap.,-9.119,88.791,,,,,,,
8100,12.28.20 klo 05.30.00 ap.,-8.905,89.768,,,,,,,
8101,12.28.20 klo 06.00.00 ap.,-7.832,88.791,,,,,,,
8102,12.28.20 klo 06.30.00 ap.,-7.746,89.597,,,,,,,
8103,12.28.20 klo 07.00.00 ap.,-7.231,90.208,,,,,,,
8104,12.28.20 klo 07.30.00 ap.,-6.288,90.110,,,,,,,
8105,12.28.20 klo 08.00.00 ap.,-6.116,90.476,,,,,,,
8106,12.28.20 klo 08.30.00 ap.,-5.601,89.890,,,,,,,
8107,12.28.20 klo 09.00.00 ap.,-4.786,89.988,,,,,,,
8108,12.28.20 klo 09.30.00 ap.,-4.700,90.672,,,,,,,
8109,12.28.20 klo 10.00.00 ap.,-4.486,90.379,,,,,,,
8110,12.28.20 klo 10.30.00 ap.,-4.314,89.817,,,,,,,
8111,12.28.20 klo 11.00.00 ap.,-3.714,88.840,,,,,,,
8112,12.28.20 klo 11.30.00 ap.,-3.370,90.452,,,,,,,
8113,12.28.20 klo 12.00.00 ip.,-3.285,90.769,,,,,,,
8114,12.28.20 klo 12.30.00 ip.,-3.413,91.429,,,,,,,
8115,12.28.20 klo 01.00.00 ip.,-3.413,90.672,,,,,,,
8116,12.28.20 klo 01.30.00 ip.,-3.328,90.769,,,,,,,
8117,12.28.20 klo 02.00.00 ip.,-3.328,90.940,,,,,,,
8118,12.28.20 klo 02.30.00 ip.,-3.113,90.842,,,,,,,
8119,12.28.20 klo 03.00.00 ip.,-3.242,92.259,,,,,,,
8120,12.28.20 klo 03.30.00 ip.,-3.070,91.575,,,,,,,
8121,12.28.20 klo 04.00.00 ip.,-2.984,92.357,,,,,,,
8122,12.28.20 klo 04.30.00 ip.,-2.813,92.894,,,,,,,
8123,12.28.20 klo 05.00.00 ip.,-2.899,92.454,,,,,,,
8124,12.28.20 klo 05.30.00 ip.,-3.027,92.234,,,,,,,
8125,12.28.20 klo 06.00.00 ip.,-2.813,90.012,,,,,,,
8126,12.28.20 klo 06.30.00 ip.,-2.984,90.549,,,,,,,
8127,12.28.20 klo 07.00.00 ip.,-3.113,91.477,,,,,,,
8128,12.28.20 klo 07.30.00 ip.,-3.113,91.648,,,,,,,
8129,12.28.20 klo 08.00.00 ip.,-3.242,92.210,,,,,,,
8130,12.28.20 klo 08.30.00 ip.,-3.328,93.016,,,,,,,
8131,12.28.20 klo 09.00.00 ip.,-3.370,93.309,,,,,,,
8132,12.28.20 klo 09.30.00 ip.,-3.628,93.773,,,,,,,
8133,12.28.20 klo 10.00.00 ip.,-3.671,93.578,,,,,,,
8134,12.28.20 klo 10.30.00 ip.,-3.757,94.090,,,,,,,
8135,12.28.20 klo 11.00.00 ip.,-3.714,93.944,,,,,,,
8136,12.28.20 klo 11.30.00 ip.,-3.842,95.360,,,,,,,
8137,12.29.20 klo 12.00.00 ap.,-3.757,94.505,,,,,,,
8138,12.29.20 klo 12.30.00 ap.,-3.842,94.066,,,,,,,
8139,12.29.20 klo 01.00.00 ap.,-3.799,93.431,,,,,,,
8140,12.29.20 klo 01.30.00 ap.,-3.842,93.260,,,,,,,
8141,12.29.20 klo 02.00.00 ap.,-3.757,92.015,,,,,,,
8142,12.29.20 klo 02.30.00 ap.,-4.014,94.115,,,,,,,
8143,12.29.20 klo 03.00.00 ap.,-4.057,91.575,,,,,,,
8144,12.29.20 klo 03.30.00 ap.,-4.228,90.085,,,,,,,
8145,12.29.20 klo 04.00.00 ap.,-4.486,89.890,,,,,,,
8146,12.29.20 klo 04.30.00 ap.,-4.615,89.499,,,,,,,
8147,12.29.20 klo 05.00.00 ap.,-4.786,89.060,,,,,,,
8148,12.29.20 klo 05.30.00 ap.,-4.743,88.694,,,,,,,
8149,12.29.20 klo 06.00.00 ap.,-4.743,89.133,,,,,,,
8150,12.29.20 klo 06.30.00 ap.,-4.829,89.402,,,,,,,
8151,12.29.20 klo 07.00.00 ap.,-4.786,88.694,,,,,,,
8152,12.29.20 klo 07.30.00 ap.,-4.915,88.352,,,,,,,
8153,12.29.20 klo 08.00.00 ap.,-4.958,88.571,,,,,,,
8154,12.29.20 klo 08.30.00 ap.,-4.915,87.766,,,,,,,
8155,12.29.20 klo 09.00.00 ap.,-5.430,88.254,,,,,,,
8156,12.29.20 klo 09.30.00 ap.,-5.258,87.302,,,,,,,
8157,12.29.20 klo 10.00.00 ap.,-5.558,88.230,,,,,,,
8158,12.29.20 klo 10.30.00 ap.,-5.944,88.913,,,,,,,
8159,12.29.20 klo 11.00.00 ap.,-5.816,89.670,,,,,,,
8160,12.29.20 klo 11.30.00 ap.,-5.859,90.794,,,,,,,
8161,12.29.20 klo 12.00.00 ip.,-5.773,90.183,,,,,,,
8162,12.29.20 klo 12.30.00 ip.,-5.687,89.011,,,,,,,
8163,12.29.20 klo 01.00.00 ip.,-5.558,89.475,,,,,,,
8164,12.29.20 klo 01.30.00 ip.,-5.172,87.888,,,,,,,
8165,12.29.20 klo 02.00.00 ip.,-5.001,87.937,,,,,,,
8166,12.29.20 klo 02.30.00 ip.,-5.044,90.183,,,,,,,
8167,12.29.20 klo 03.00.00 ip.,-5.129,91.868,,,,,,,
8168,12.29.20 klo 03.30.00 ip.,-5.129,92.943,,,,,,,
8169,12.29.20 klo 04.00.00 ip.,-4.872,90.867,,,,,,,
8170,12.29.20 klo 04.30.00 ip.,-4.657,89.451,,,,,,,
8171,12.29.20 klo 05.00.00 ip.,-4.615,88.938,,,,,,,
8172,12.29.20 klo 05.30.00 ip.,-4.872,89.670,,,,,,,
8173,12.29.20 klo 06.00.00 ip.,-5.044,90.012,,,,,,,
8174,12.29.20 klo 06.30.00 ip.,-4.657,89.035,,,,,,,
8175,12.29.20 klo 07.00.00 ip.,-4.743,90.232,,,,,,,
8176,12.29.20 klo 07.30.00 ip.,-4.786,90.989,,,,,,,
8177,12.29.20 klo 08.00.00 ip.,-4.743,91.306,,,,,,,
8178,12.29.20 klo 08.30.00 ip.,-4.786,90.965,,,,,,,
8179,12.29.20 klo 09.00.00 ip.,-4.915,92.283,,,,,,,
8180,12.29.20 klo 09.30.00 ip.,-4.872,92.454,,,,,,,
8181,12.29.20 klo 10.00.00 ip.,-4.786,91.746,,,,,,,
8182,12.29.20 klo 10.30.00 ip.,-4.829,92.650,,,,,,,
8183,12.29.20 klo 11.00.00 ip.,-4.872,93.089,,,,,,,
8184,12.29.20 klo 11.30.00 ip.,-4.872,93.236,,,,,,,
8185,12.30.20 klo 12.00.00 ap.,-5.001,93.993,,,,,,,
8186,12.30.20 klo 12.30.00 ap.,-5.001,94.408,,,,,,,
8187,12.30.20 klo 01.00.00 ap.,-4.829,93.846,,,,,,,
8188,12.30.20 klo 01.30.00 ap.,-4.872,92.601,,,,,,,
8189,12.30.20 klo 02.00.00 ap.,-4.829,92.210,,,,,,,
8190,12.30.20 klo 02.30.00 ap.,-4.872,92.259,,,,,,,
8191,12.30.20 klo 03.00.00 ap.,-4.872,92.015,,,,,,,
8192,12.30.20 klo 03.30.00 ap.,-5.044,92.357,,,,,,,
8193,12.30.20 klo 04.00.00 ap.,-5.172,91.575,,,,,,,
8194,12.30.20 klo 04.30.00 ap.,-5.044,91.355,,,,,,,
8195,12.30.20 klo 05.00.00 ap.,-5.086,92.137,,,,,,,
8196,12.30.20 klo 05.30.00 ap.,-5.086,92.357,,,,,,,
8197,12.30.20 klo 06.00.00 ap.,-5.215,93.089,,,,,,,
8198,12.30.20 klo 06.30.00 ap.,-5.301,93.944,,,,,,,
8199,12.30.20 klo 07.00.00 ap.,-5.258,94.261,,,,,,,
8200,12.30.20 klo 07.30.00 ap.,-5.301,95.092,,,,,,,
8201,12.30.20 klo 08.00.00 ap.,-5.473,94.896,,,,,,,
8202,12.30.20 klo 08.30.00 ap.,-5.558,95.092,,,,,,,
8203,12.30.20 klo 09.00.00 ap.,-5.344,92.991,,,,,,,
8204,12.30.20 klo 09.30.00 ap.,-5.258,92.747,,,,,,,
8205,12.30.20 klo 10.00.00 ap.,-5.215,92.698,,,,,,,
8206,12.30.20 klo 10.30.00 ap.,-5.344,94.725,,,,,,,
8207,12.30.20 klo 11.00.00 ap.,-5.430,95.531,,,,,,,
8208,12.30.20 klo 11.30.00 ap.,-5.430,95.409,,,,,,,
8209,12.30.20 klo 12.00.00 ip.,-5.387,94.945,,,,,,,
8210,12.30.20 klo 12.30.00 ip.,-5.301,93.407,,,,,,,
8211,12.30.20 klo 01.00.00 ip.,-5.430,93.016,,,,,,,
8212,12.30.20 klo 01.30.00 ip.,-5.515,92.674,,,,,,,
8213,12.30.20 klo 02.00.00 ip.,-5.515,94.310,,,,,,,
8214,12.30.20 klo 02.30.00 ip.,-5.387,94.676,,,,,,,
8215,12.30.20 klo 03.00.00 ip.,-5.301,94.335,,,,,,,
8216,12.30.20 klo 03.30.00 ip.,-5.215,94.335,,,,,,,
8217,12.30.20 klo 04.00.00 ip.,-5.344,95.043,,,,,,,
8218,12.30.20 klo 04.30.00 ip.,-5.430,95.800,,,,,,,
8219,12.30.20 klo 05.00.00 ip.,-5.344,95.336,,,,,,,
8220,12.30.20 klo 05.30.00 ip.,-5.344,95.458,,,,,,,
8221,12.30.20 klo 06.00.00 ip.,-5.172,94.164,,,,,,,
8222,12.30.20 klo 06.30.00 ip.,-5.086,93.162,,,,,,,
8223,12.30.20 klo 07.00.00 ip.,-5.086,93.626,,,,,,,
8224,12.30.20 klo 07.30.00 ip.,-4.958,93.455,,,,,,,
8225,12.30.20 klo 08.00.00 ip.,-4.872,94.481,,,,,,,
8226,12.30.20 klo 08.30.00 ip.,-4.786,95.018,,,,,,,
8227,12.30.20 klo 09.00.00 ip.,-4.615,94.628,,,,,,,
8228,12.30.20 klo 09.30.00 ip.,-4.486,95.018,,,,,,,
8229,12.30.20 klo 10.00.00 ip.,-4.486,94.652,,,,,,,
8230,12.30.20 klo 10.30.00 ip.,-4.657,94.725,,,,,,,
8231,12.30.20 klo 11.00.00 ip.,-5.001,94.212,,,,,,,
8232,12.30.20 klo 11.30.00 ip.,-5.215,94.408,,,,,,,
8233,12.31.20 klo 12.00.00 ap.,-5.215,94.847,,,,,,,
8234,12.31.20 klo 12.30.00 ap.,-5.258,91.551,,,,,,,
8235,12.31.20 klo 01.00.00 ap.,-5.430,88.791,,,,,,,
8236,12.31.20 klo 01.30.00 ap.,-5.816,89.475,,,,,,,
8237,12.31.20 klo 02.00.00 ap.,-5.730,88.107,,,,,,,
8238,12.31.20 klo 02.30.00 ap.,-5.944,90.183,,,,,,,
8239,12.31.20 klo 03.00.00 ap.,-6.116,89.231,,,,,,,
8240,12.31.20 klo 03.30.00 ap.,-6.331,91.306,,,,,,,
8241,12.31.20 klo 04.00.00 ap.,-6.373,91.331,,,,,,,
8242,12.31.20 klo 04.30.00 ap.,-6.588,93.773,,,,,,,
8243,12.31.20 klo 05.00.00 ap.,-6.631,93.162,,,,,,,
8244,12.31.20 klo 05.30.00 ap.,-6.674,93.700,,,,,,,
8245,12.31.20 klo 06.00.00 ap.,-6.802,93.871,,,,,,,
8246,12.31.20 klo 06.30.00 ap.,-6.931,95.067,,,,,,,
8247,12.31.20 klo 07.00.00 ap.,-6.974,95.409,,,,,,,
8248,12.31.20 klo 07.30.00 ap.,-6.888,95.775,,,,,,,
8249,12.31.20 klo 08.00.00 ap.,-6.931,96.093,,,,,,,
8250,12.31.20 klo 08.30.00 ap.,-6.888,95.726,,,,,,,
8251,12.31.20 klo 09.00.00 ap.,-6.888,95.678,,,,,,,
8252,12.31.20 klo 09.30.00 ap.,-6.931,95.946,,,,,,,
8253,12.31.20 klo 10.00.00 ap.,-6.588,94.921,,,,,,,
8254,12.31.20 klo 10.30.00 ap.,-6.588,95.507,,,,,,,
8255,12.31.20 klo 11.00.00 ap.,-6.159,93.846,,,,,,,
8256,12.31.20 klo 11.30.00 ap.,-6.245,94.530,,,,,,,
8257,12.31.20 klo 12.00.00 ip.,-5.944,94.676,,,,,,,
8258,12.31.20 klo 12.30.00 ip.,-5.859,92.430,,,,,,,
8259,12.31.20 klo 01.00.00 ip.,-5.816,91.575,,,,,,,
8260,12.31.20 klo 01.30.00 ip.,-5.902,92.527,,,,,,,
8261,12.31.20 klo 02.00.00 ip.,-6.030,93.309,,,,,,,
8262,12.31.20 klo 02.30.00 ip.,-5.987,92.625,,,,,,,
8263,12.31.20 klo 03.00.00 ip.,-5.558,90.501,,,,,,,
8264,12.31.20 klo 03.30.00 ip.,-5.558,90.818,,,,,,,
8265,12.31.20 klo 04.00.00 ip.,-5.515,89.915,,,,,,,
8266,12.31.20 klo 04.30.00 ip.,-5.344,89.817,,,,,,,
8267,12.31.20 klo 05.00.00 ip.,-5.258,90.061,,,,,,,
8268,12.31.20 klo 05.30.00 ip.,-5.301,90.354,,,,,,,
8269,12.31.20 klo 06.00.00 ip.,-5.001,91.111,,,,,,,
8270,12.31.20 klo 06.30.00 ip.,-5.387,94.481,,,,,,,
8271,12.31.20 klo 07.00.00 ip.,-5.258,95.678,,,,,,,
8272,12.31.20 klo 07.30.00 ip.,-5.001,96.410,,,,,,,
8273,12.31.20 klo 08.00.00 ip.,-4.872,96.166,,,,,,,
8274,12.31.20 klo 08.30.00 ip.,-4.958,96.703,,,,,,,
8275,12.31.20 klo 09.00.00 ip.,-4.743,96.850,,,,,,,
8276,12.31.20 klo 09.30.00 ip.,-4.357,95.678,,,,,,,
8277,12.31.20 klo 10.00.00 ip.,-3.285,92.625,,,,,,,
8278,12.31.20 klo 10.30.00 ip.,-3.027,91.282,,,,,,,
8279,12.31.20 klo 11.00.00 ip.,-3.113,91.282,,,,,,,
8280,12.31.20 klo 11.30.00 ip.,-3.285,92.479,,,,,,,
8281,01.01.21 klo 12.00.00 ap.,-3.413,96.117,,,,,,,
8282,01.01.21 klo 12.30.00 ap.,-3.328,94.286,,,,,,,
8283,01.01.21 klo 01.00.00 ap.,-3.328,93.431,,,,,,,
8284,01.01.21 klo 01.30.00 ap.,-3.285,92.283,,,,,,,
8285,01.01.21 klo 02.00.00 ap.,-3.499,92.674,,,,,,,
8286,01.01.21 klo 02.30.00 ap.,-3.757,92.918,,,,,,,
8287,01.01.21 klo 03.00.00 ap.,-4.014,91.380,,,,,,,
8288,01.01.21 klo 03.30.00 ap.,-4.186,92.405,,,,,,,
8289,01.01.21 klo 04.00.00 ap.,-4.271,92.747,,,,,,,
8290,01.01.21 klo 04.30.00 ap.,-4.486,93.187,,,,,,,
8291,01.01.21 klo 05.00.00 ap.,-4.400,91.990,,,,,,,
8292,01.01.21 klo 05.30.00 ap.,-4.572,92.918,,,,,,,
8293,01.01.21 klo 06.00.00 ap.,-4.572,92.283,,,,,,,
8294,01.01.21 klo 06.30.00 ap.,-4.700,93.114,,,,,,,
8295,01.01.21 klo 07.00.00 ap.,-4.657,93.700,,,,,,,
8296,01.01.21 klo 07.30.00 ap.,-4.829,96.044,,,,,,,
8297,01.01.21 klo 08.00.00 ap.,-4.743,96.068,,,,,,,
8298,01.01.21 klo 08.30.00 ap.,-4.915,95.238,,,,,,,
8299,01.01.21 klo 09.00.00 ap.,-5.044,95.214,,,,,,,
8300,01.01.21 klo 09.30.00 ap.,-5.129,94.237,,,,,,,
8301,01.01.21 klo 10.00.00 ap.,-5.344,93.651,,,,,,,
8302,01.01.21 klo 10.30.00 ap.,-5.515,93.089,,,,,,,
8303,01.01.21 klo 11.00.00 ap.,-5.816,94.774,,,,,,,
8304,01.01.21 klo 11.30.00 ap.,-5.730,94.505,,,,,,,
8305,01.01.21 klo 12.00.00 ip.,-5.687,94.652,,,,,,,
8306,01.01.21 klo 12.30.00 ip.,-5.687,94.188,,,,,,,
8307,01.01.21 klo 01.00.00 ip.,-5.558,94.505,,,,,,,
8308,01.01.21 klo 01.30.00 ip.,-5.473,94.628,,,,,,,
8309,01.01.21 klo 02.00.00 ip.,-5.558,95.189,,,,,,,
8310,01.01.21 klo 02.30.00 ip.,-5.558,93.333,,,,,,,
8311,01.01.21 klo 03.00.00 ip.,-5.730,92.601,,,,,,,
8312,01.01.21 klo 03.30.00 ip.,-7.489,93.382,,,,,,,
8313,01.01.21 klo 04.00.00 ip.,-6.202,93.260,,,,,,,
8314,01.01.21 klo 04.30.00 ip.,-6.760,92.479,,,,,,,
8315,01.01.21 klo 05.00.00 ip.,-7.961,94.774,,,,,,,
8316,01.01.21 klo 05.30.00 ip.,-7.489,94.628,,,,,,,
8317,01.01.21 klo 06.00.00 ip.,-6.459,93.773,,,,,,,
8318,01.01.21 klo 06.30.00 ip.,-5.816,93.504,,,,,,,
8319,01.01.21 klo 07.00.00 ip.,-7.189,93.382,,,,,,,
8320,01.01.21 klo 07.30.00 ip.,-6.974,93.822,,,,,,,
8321,01.01.21 klo 08.00.00 ip.,-7.746,92.698,,,,,,,
8322,01.01.21 klo 08.30.00 ip.,-8.476,91.184,,,,,,,
8323,01.01.21 klo 09.00.00 ip.,-8.175,91.575,,,,,,,
8324,01.01.21 klo 09.30.00 ip.,-8.390,91.648,,,,,,,
8325,01.01.21 klo 10.00.00 ip.,-8.004,92.601,,,,,,,
8326,01.01.21 klo 10.30.00 ip.,-7.789,93.846,,,,,,,
8327,01.01.21 klo 11.00.00 ip.,-7.875,93.993,,,,,,,
8328,01.01.21 klo 11.30.00 ip.,-7.789,94.188,,,,,,,
8329,01.02.21 klo 12.00.00 ap.,-7.703,94.481,,,,,,,
8330,01.02.21 klo 12.30.00 ap.,-7.832,94.042,,,,,,,
8331,01.02.21 klo 01.00.00 ap.,-7.875,94.505,,,,,,,
8332,01.02.21 klo 01.30.00 ap.,-7.875,94.896,,,,,,,
8333,01.02.21 klo 02.00.00 ap.,-7.446,94.774,,,,,,,
8334,01.02.21 klo 02.30.00 ap.,-6.631,93.919,,,,,,,
8335,01.02.21 klo 03.00.00 ap.,-6.588,94.335,,,,,,,
8336,01.02.21 klo 03.30.00 ap.,-6.674,94.530,,,,,,,
8337,01.02.21 klo 04.00.00 ap.,-6.717,95.409,,,,,,,
8338,01.02.21 klo 04.30.00 ap.,-6.760,93.944,,,,,,,
8339,01.02.21 klo 05.00.00 ap.,-7.360,94.799,,,,,,,
8340,01.02.21 klo 05.30.00 ap.,-7.446,94.090,,,,,,,
8341,01.02.21 klo 06.00.00 ap.,-7.575,94.628,,,,,,,
8342,01.02.21 klo 06.30.00 ap.,-7.746,94.554,,,,,,,
8343,01.02.21 klo 07.00.00 ap.,-7.961,95.238,,,,,,,
8344,01.02.21 klo 07.30.00 ap.,-8.089,95.507,,,,,,,
8345,01.02.21 klo 08.00.00 ap.,-8.047,95.531,,,,,,,
8346,01.02.21 klo 08.30.00 ap.,-8.089,95.653,,,,,,,
8347,01.02.21 klo 09.00.00 ap.,-8.089,95.678,,,,,,,
8348,01.02.21 klo 09.30.00 ap.,-8.132,95.995,,,,,,,
8349,01.02.21 klo 10.00.00 ap.,-8.132,95.238,,,,,,,
8350,01.02.21 klo 10.30.00 ap.,-8.347,95.531,,,,,,,
8351,01.02.21 klo 11.00.00 ap.,-8.476,96.410,,,,,,,
8352,01.02.21 klo 11.30.00 ap.,-8.476,95.018,,,,,,,
8353,01.02.21 klo 12.00.00 ip.,-8.561,95.165,,,,,,,
8354,01.02.21 klo 12.30.00 ip.,-8.519,94.603,,,,,,,
8355,01.02.21 klo 01.00.00 ip.,-8.347,95.507,,,,,,,
8356,01.02.21 klo 01.30.00 ip.,-8.089,95.775,,,,,,,
8357,01.02.21 klo 02.00.00 ip.,-8.218,96.068,,,,,,,
8358,01.02.21 klo 02.30.00 ip.,-8.089,95.971,,,,,,,
8359,01.02.21 klo 03.00.00 ip.,-8.132,96.020,,,,,,,
8360,01.02.21 klo 03.30.00 ip.,-8.004,95.189,,,,,,,
8361,01.02.21 klo 04.00.00 ip.,-7.832,94.579,,,,,,,
8362,01.02.21 klo 04.30.00 ip.,-7.789,93.993,,,,,,,
8363,01.02.21 klo 05.00.00 ip.,-7.532,92.991,,,,,,,
8364,01.02.21 klo 05.30.00 ip.,-7.832,94.359,,,,,,,
8365,01.02.21 klo 06.00.00 ip.,-7.875,94.676,,,,,,,
8366,01.02.21 klo 06.30.00 ip.,-7.961,94.505,,,,,,,
