"Plot Title:  20849256"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849256, SEN S/N: 20849256)","RH, % (LGR S/N: 20849256, SEN S/N: 20849256)","Coupler Detached (LGR S/N: 20849256)","Bad Battery (LGR S/N: 20849256)","Good Battery (LGR S/N: 20849256)","Coupler Attached (LGR S/N: 20849256)","Host Connected (LGR S/N: 20849256)","Stopped (LGR S/N: 20849256)","End Of File (LGR S/N: 20849256)"
60,08.17.20 klo 08.09.17 ip.,21.555,33.431,,,,,,,
61,08.17.20 klo 08.39.17 ip.,21.512,33.651,,,,,,,
62,08.17.20 klo 09.09.17 ip.,21.598,33.871,,,,,,,
63,08.17.20 klo 09.39.17 ip.,21.555,34.383,,,,,,,
64,08.17.20 klo 10.09.17 ip.,21.555,35.409,,,,,,,
65,08.17.20 klo 10.39.17 ip.,21.555,35.897,,,,,,,
66,08.17.20 klo 11.09.17 ip.,21.512,36.264,,,,,,,
67,08.17.20 klo 11.39.17 ip.,21.426,36.386,,,,,,,
68,08.18.20 klo 12.09.17 ap.,21.426,36.459,,,,,,,
69,08.18.20 klo 12.39.17 ap.,21.383,36.484,,,,,,,
70,08.18.20 klo 01.09.17 ap.,21.340,36.435,,,,,,,
71,08.18.20 klo 01.39.17 ap.,21.340,36.337,,,,,,,
72,08.18.20 klo 02.09.17 ap.,21.340,36.264,,,,,,,
73,08.18.20 klo 02.39.17 ap.,21.340,36.288,,,,,,,
74,08.18.20 klo 03.09.17 ap.,21.340,36.215,,,,,,,
75,08.18.20 klo 03.39.17 ap.,21.297,36.264,,,,,,,
76,08.18.20 klo 04.09.17 ap.,21.297,36.166,,,,,,,
77,08.18.20 klo 04.39.17 ap.,21.254,36.166,,,,,,,
78,08.18.20 klo 05.09.17 ap.,21.297,36.142,,,,,,,
79,08.18.20 klo 05.39.17 ap.,21.254,36.142,,,,,,,
80,08.18.20 klo 06.09.17 ap.,21.297,36.190,,,,,,,
81,08.18.20 klo 06.39.17 ap.,21.297,36.190,,,,,,,
82,08.18.20 klo 07.09.17 ap.,21.297,36.093,,,,,,,
83,08.18.20 klo 07.39.17 ap.,21.254,35.995,,,,,,,
84,08.18.20 klo 08.09.17 ap.,21.340,37.167,,,,,,,
85,08.18.20 klo 08.39.17 ap.,21.297,37.607,,,,,,,
86,08.18.20 klo 09.09.17 ap.,21.340,37.460,,,,,,,
87,08.18.20 klo 09.39.17 ap.,21.297,37.094,,,,,,,
88,08.18.20 klo 10.09.17 ap.,21.297,36.947,,,,,,,
89,08.18.20 klo 10.39.17 ap.,21.297,37.338,,,,,,,
90,08.18.20 klo 11.09.17 ap.,21.297,37.363,,,,,,,
91,08.18.20 klo 11.39.17 ap.,21.383,37.582,,,,,,,
92,08.18.20 klo 12.09.17 ip.,21.469,37.582,,,,,,,
93,08.18.20 klo 12.39.17 ip.,21.512,37.485,,,,,,,
94,08.18.20 klo 01.09.17 ip.,21.426,37.363,,,,,,,
95,08.18.20 klo 01.39.17 ip.,21.340,37.265,,,,,,,
96,08.18.20 klo 02.09.17 ip.,21.383,39.512,,,,,,,
97,08.18.20 klo 02.39.17 ip.,21.383,39.121,,,,,,,
98,08.18.20 klo 03.09.17 ip.,21.383,39.219,,,,,,,
99,08.18.20 klo 03.39.17 ip.,21.383,39.243,,,,,,,
100,08.18.20 klo 04.09.17 ip.,21.297,39.023,,,,,,,
101,08.18.20 klo 04.39.17 ip.,21.340,39.243,,,,,,,
102,08.18.20 klo 05.09.17 ip.,21.383,39.463,,,,,,,
103,08.18.20 klo 05.39.17 ip.,21.383,39.902,,,,,,,
104,08.18.20 klo 06.09.17 ip.,21.340,39.976,,,,,,,
105,08.18.20 klo 06.39.17 ip.,21.340,39.658,,,,,,,
106,08.18.20 klo 07.09.17 ip.,21.340,39.243,,,,,,,
107,08.18.20 klo 07.39.17 ip.,21.211,39.072,,,,,,,
108,08.18.20 klo 08.09.17 ip.,21.254,39.096,,,,,,,
109,08.18.20 klo 08.39.17 ip.,21.211,39.023,,,,,,,
110,08.18.20 klo 09.09.17 ip.,21.297,39.951,,,,,,,
111,08.18.20 klo 09.39.17 ip.,21.383,40.122,,,,,,,
112,08.18.20 klo 10.09.17 ip.,21.555,40.415,,,,,,,
113,08.18.20 klo 10.39.17 ip.,20.010,64.225,,,,,,,
114,08.18.20 klo 11.09.17 ip.,19.882,64.225,,,,,,,
115,08.18.20 klo 11.39.17 ip.,19.924,63.712,,,,,,,
116,08.19.20 klo 12.09.17 ap.,19.967,62.833,,,,,,,
117,08.19.20 klo 12.39.17 ap.,20.053,61.636,,,,,,,
118,08.19.20 klo 01.09.17 ap.,20.139,60.415,,,,,,,
119,08.19.20 klo 01.39.17 ap.,20.225,58.730,,,,,,,
120,08.19.20 klo 02.09.17 ap.,20.268,57.167,,,,,,,
121,08.19.20 klo 02.39.17 ap.,20.353,55.653,,,,,,,
122,08.19.20 klo 03.09.17 ap.,20.396,54.457,,,,,,,
123,08.19.20 klo 03.39.17 ap.,20.439,53.236,,,,,,,
124,08.19.20 klo 04.09.17 ap.,20.482,52.234,,,,,,,
125,08.19.20 klo 04.39.17 ap.,20.525,51.404,,,,,,,
126,08.19.20 klo 05.09.17 ap.,20.654,50.525,,,,,,,
127,08.19.20 klo 05.39.17 ap.,20.654,49.719,,,,,,,
128,08.19.20 klo 06.09.17 ap.,20.654,49.011,,,,,,,
129,08.19.20 klo 06.39.17 ap.,20.740,48.498,,,,,,,
130,08.19.20 klo 07.09.17 ap.,20.740,48.083,,,,,,,
131,08.19.20 klo 07.39.17 ap.,20.825,47.570,,,,,,,
132,08.19.20 klo 08.09.17 ap.,20.868,47.497,,,,,,,
133,08.19.20 klo 08.39.17 ap.,20.825,43.907,,,,,,,
134,08.19.20 klo 09.09.17 ap.,19.796,44.151,,,,,,,
135,08.19.20 klo 09.39.17 ap.,20.225,44.737,,,,,,,
136,08.19.20 klo 10.09.17 ap.,21.941,43.907,,,,,,,
137,08.19.20 klo 10.39.17 ap.,21.126,41.807,,,,,,,
138,08.19.20 klo 11.09.17 ap.,20.825,44.860,,,,,,,
139,08.19.20 klo 11.39.17 ap.,21.211,47.668,,,,,,,
140,08.19.20 klo 12.09.17 ip.,19.581,56.020,,,,,,,
141,08.19.20 klo 12.39.17 ip.,20.139,55.018,,,,,,,
142,08.19.20 klo 01.09.17 ip.,20.053,51.795,,,,,,,
143,08.19.20 klo 01.39.17 ip.,23.871,48.327,,,,,,,
144,08.19.20 klo 02.09.17 ip.,23.828,46.618,,,,,,,
145,08.19.20 klo 02.39.17 ip.,26.059,38.413,,,,,,,
146,08.19.20 klo 03.09.17 ip.,25.201,44.762,,,,,,,
147,08.19.20 klo 03.39.17 ip.,24.343,46.764,,,,,,,
148,08.19.20 klo 04.09.17 ip.,19.882,46.716,,,,,,,
149,08.19.20 klo 04.39.17 ip.,16.879,44.689,,,,,,,
150,08.19.20 klo 05.09.17 ip.,16.492,43.980,,,,,,,
151,08.19.20 klo 05.39.17 ip.,19.882,37.631,,,,,,,
152,08.19.20 klo 06.09.17 ip.,16.921,45.665,,,,,,,
153,08.19.20 klo 06.39.17 ip.,15.120,49.328,,,,,,,
154,08.19.20 klo 07.09.17 ip.,14.219,55.995,,,,,,,
155,08.19.20 klo 07.39.17 ip.,13.790,58.584,,,,,,,
156,08.19.20 klo 08.09.17 ip.,13.661,55.507,,,,,,,
157,08.19.20 klo 08.39.17 ip.,12.117,61.612,,,,,,,
158,08.19.20 klo 09.09.17 ip.,11.344,65.079,,,,,,,
159,08.19.20 klo 09.39.17 ip.,9.671,74.383,,,,,,,
160,08.19.20 klo 10.09.17 ip.,8.513,76.947,,,,,,,
161,08.19.20 klo 10.39.17 ip.,6.926,84.444,,,,,,,
162,08.19.20 klo 11.09.17 ip.,5.510,90.208,,,,,,,
163,08.19.20 klo 11.39.17 ip.,4.437,93.187,,,,,,,
164,08.20.20 klo 12.09.17 ap.,4.952,93.651,,,,,,,
165,08.20.20 klo 12.39.17 ap.,4.781,91.819,,,,,,,
166,08.20.20 klo 01.09.17 ap.,4.995,92.723,,,,,,,
167,08.20.20 klo 01.39.17 ap.,6.025,92.112,,,,,,,
168,08.20.20 klo 02.09.17 ap.,4.609,96.557,,,,,,,
169,08.20.20 klo 02.39.17 ap.,3.751,99.316,,,,,,,
170,08.20.20 klo 03.09.17 ap.,2.850,99.389,,,,,,,
171,08.20.20 klo 03.39.17 ap.,2.121,99.951,,,,,,,
172,08.20.20 klo 04.09.17 ap.,3.108,100.000,,,,,,,
173,08.20.20 klo 04.39.17 ap.,2.679,100.000,,,,,,,
174,08.20.20 klo 05.09.17 ap.,1.520,100.000,,,,,,,
175,08.20.20 klo 05.39.17 ap.,3.193,100.000,,,,,,,
176,08.20.20 klo 06.09.17 ap.,4.223,100.000,,,,,,,
177,08.20.20 klo 06.39.17 ap.,5.939,99.756,,,,,,,
178,08.20.20 klo 07.09.17 ap.,6.969,98.559,,,,,,,
179,08.20.20 klo 07.39.17 ap.,7.612,96.337,,,,,,,
180,08.20.20 klo 08.09.17 ap.,10.358,81.954,,,,,,,
181,08.20.20 klo 08.39.17 ap.,8.985,86.374,,,,,,,
182,08.20.20 klo 09.09.17 ap.,11.044,73.993,,,,,,,
183,08.20.20 klo 09.39.17 ap.,11.730,71.575,,,,,,,
184,08.20.20 klo 10.09.17 ap.,11.430,70.549,,,,,,,
185,08.20.20 klo 10.39.17 ap.,10.701,70.696,,,,,,,
186,08.20.20 klo 11.09.17 ap.,11.044,74.042,,,,,,,
187,08.20.20 klo 11.39.17 ap.,11.301,70.305,,,,,,,
188,08.20.20 klo 12.09.17 ip.,13.575,64.542,,,,,,,
189,08.20.20 klo 12.39.17 ip.,11.602,71.160,,,,,,,
190,08.20.20 klo 01.09.17 ip.,11.516,72.088,,,,,,,
191,08.20.20 klo 01.39.17 ip.,11.602,65.324,,,,,,,
192,08.20.20 klo 02.09.17 ip.,11.559,67.937,,,,,,,
193,08.20.20 klo 02.39.17 ip.,12.631,62.320,,,,,,,
194,08.20.20 klo 03.09.17 ip.,12.159,65.104,,,,,,,
195,08.20.20 klo 03.39.17 ip.,11.859,67.912,,,,,,,
196,08.20.20 klo 04.09.17 ip.,11.859,67.521,,,,,,,
197,08.20.20 klo 04.39.17 ip.,12.975,67.277,,,,,,,
198,08.20.20 klo 05.09.17 ip.,12.889,66.007,,,,,,,
199,08.20.20 klo 05.39.17 ip.,16.192,52.698,,,,,,,
200,08.20.20 klo 06.09.17 ip.,13.489,61.978,,,,,,,
201,08.20.20 klo 06.39.17 ip.,12.074,70.769,,,,,,,
202,08.20.20 klo 07.09.17 ip.,10.872,76.361,,,,,,,
203,08.20.20 klo 07.39.17 ip.,9.671,81.978,,,,,,,
204,08.20.20 klo 08.09.17 ip.,9.457,82.320,,,,,,,
205,08.20.20 klo 08.39.17 ip.,8.470,86.984,,,,,,,
206,08.20.20 klo 09.09.17 ip.,8.256,88.107,,,,,,,
207,08.20.20 klo 09.39.17 ip.,7.226,91.819,,,,,,,
208,08.20.20 klo 10.09.17 ip.,7.054,91.795,,,,,,,
209,08.20.20 klo 10.39.17 ip.,5.724,96.337,,,,,,,
210,08.20.20 klo 11.09.17 ip.,4.738,98.462,,,,,,,
211,08.20.20 klo 11.39.17 ip.,4.523,99.438,,,,,,,
212,08.21.20 klo 12.09.17 ap.,3.966,99.438,,,,,,,
213,08.21.20 klo 12.39.17 ap.,4.566,100.000,,,,,,,
214,08.21.20 klo 01.09.17 ap.,4.180,100.000,,,,,,,
215,08.21.20 klo 01.39.17 ap.,3.494,100.000,,,,,,,
216,08.21.20 klo 02.09.17 ap.,3.236,100.000,,,,,,,
217,08.21.20 klo 02.39.17 ap.,3.451,100.000,,,,,,,
218,08.21.20 klo 03.09.17 ap.,4.094,100.000,,,,,,,
219,08.21.20 klo 03.39.17 ap.,3.708,100.000,,,,,,,
220,08.21.20 klo 04.09.17 ap.,3.494,100.000,,,,,,,
221,08.21.20 klo 04.39.17 ap.,3.923,100.000,,,,,,,
222,08.21.20 klo 05.09.17 ap.,4.094,100.000,,,,,,,
223,08.21.20 klo 05.39.17 ap.,4.609,100.000,,,,,,,
224,08.21.20 klo 06.09.17 ap.,6.196,100.000,,,,,,,
225,08.21.20 klo 06.39.17 ap.,7.011,100.000,,,,,,,
226,08.21.20 klo 07.09.17 ap.,7.698,99.707,,,,,,,
227,08.21.20 klo 07.39.17 ap.,7.955,99.121,,,,,,,
228,08.21.20 klo 08.09.17 ap.,8.513,96.825,,,,,,,
229,08.21.20 klo 08.39.17 ap.,9.328,93.675,,,,,,,
230,08.21.20 klo 09.09.17 ap.,9.199,93.700,,,,,,,
231,08.21.20 klo 09.39.17 ap.,9.585,92.454,,,,,,,
232,08.21.20 klo 10.09.17 ap.,10.272,91.453,,,,,,,
233,08.21.20 klo 10.39.17 ap.,10.186,89.915,,,,,,,
234,08.21.20 klo 11.09.17 ap.,10.787,89.035,,,,,,,
235,08.21.20 klo 11.39.17 ap.,10.744,90.134,,,,,,,
236,08.21.20 klo 12.09.17 ip.,11.259,89.866,,,,,,,
237,08.21.20 klo 12.39.17 ip.,11.516,89.475,,,,,,,
238,08.21.20 klo 01.09.17 ip.,12.117,87.057,,,,,,,
239,08.21.20 klo 01.39.17 ip.,12.674,86.642,,,,,,,
240,08.21.20 klo 02.09.17 ip.,13.790,82.198,,,,,,,
241,08.21.20 klo 02.39.17 ip.,13.661,84.274,,,,,,,
242,08.21.20 klo 03.09.17 ip.,13.876,83.101,,,,,,,
243,08.21.20 klo 03.39.17 ip.,15.205,74.310,,,,,,,
244,08.21.20 klo 04.09.17 ip.,15.120,78.022,,,,,,,
245,08.21.20 klo 04.39.17 ip.,14.776,80.635,,,,,,,
246,08.21.20 klo 05.09.17 ip.,14.648,82.149,,,,,,,
247,08.21.20 klo 05.39.17 ip.,15.892,76.557,,,,,,,
248,08.21.20 klo 06.09.17 ip.,16.063,77.143,,,,,,,
249,08.21.20 klo 06.39.17 ip.,15.077,81.636,,,,,,,
250,08.21.20 klo 07.09.17 ip.,15.634,80.611,,,,,,,
251,08.21.20 klo 07.39.17 ip.,15.377,80.830,,,,,,,
252,08.21.20 klo 08.09.17 ip.,15.463,81.832,,,,,,,
253,08.21.20 klo 08.39.17 ip.,15.634,80.562,,,,,,,
254,08.21.20 klo 09.09.17 ip.,14.047,87.033,,,,,,,
255,08.21.20 klo 09.39.17 ip.,14.776,86.007,,,,,,,
256,08.21.20 klo 10.09.17 ip.,14.948,85.739,,,,,,,
257,08.21.20 klo 10.39.17 ip.,14.819,87.009,,,,,,,
258,08.21.20 klo 11.09.17 ip.,14.605,88.327,,,,,,,
259,08.21.20 klo 11.39.17 ip.,14.219,89.475,,,,,,,
260,08.22.20 klo 12.09.17 ap.,14.262,90.574,,,,,,,
261,08.22.20 klo 12.39.17 ap.,14.305,89.890,,,,,,,
262,08.22.20 klo 01.09.17 ap.,14.133,88.205,,,,,,,
263,08.22.20 klo 01.39.17 ap.,13.833,90.647,,,,,,,
264,08.22.20 klo 02.09.17 ap.,14.433,88.571,,,,,,,
265,08.22.20 klo 02.39.17 ap.,14.691,88.156,,,,,,,
266,08.22.20 klo 03.09.17 ap.,14.347,90.598,,,,,,,
267,08.22.20 klo 03.39.17 ap.,14.305,91.795,,,,,,,
268,08.22.20 klo 04.09.17 ap.,13.833,93.773,,,,,,,
269,08.22.20 klo 04.39.17 ap.,15.463,86.667,,,,,,,
270,08.22.20 klo 05.09.17 ap.,15.034,88.791,,,,,,,
271,08.22.20 klo 05.39.17 ap.,14.991,88.474,,,,,,,
272,08.22.20 klo 06.09.17 ap.,14.776,88.816,,,,,,,
273,08.22.20 klo 06.39.17 ap.,14.862,86.398,,,,,,,
274,08.22.20 klo 07.09.17 ap.,14.433,88.694,,,,,,,
275,08.22.20 klo 07.39.17 ap.,13.961,90.696,,,,,,,
276,08.22.20 klo 08.09.17 ap.,13.961,90.574,,,,,,,
277,08.22.20 klo 08.39.17 ap.,14.004,90.794,,,,,,,
278,08.22.20 klo 09.09.17 ap.,14.090,90.940,,,,,,,
279,08.22.20 klo 09.39.17 ap.,14.262,90.574,,,,,,,
280,08.22.20 klo 10.09.17 ap.,14.347,91.038,,,,,,,
281,08.22.20 klo 10.39.17 ap.,15.034,88.107,,,,,,,
282,08.22.20 klo 11.09.17 ap.,16.450,82.198,,,,,,,
283,08.22.20 klo 11.39.17 ap.,15.634,84.762,,,,,,,
284,08.22.20 klo 12.09.17 ip.,15.377,86.960,,,,,,,
285,08.22.20 klo 12.39.17 ip.,15.163,87.839,,,,,,,
286,08.22.20 klo 01.09.17 ip.,15.248,87.912,,,,,,,
287,08.22.20 klo 01.39.17 ip.,14.991,89.524,,,,,,,
288,08.22.20 klo 02.09.17 ip.,15.463,87.595,,,,,,,
289,08.22.20 klo 02.39.17 ip.,16.278,84.225,,,,,,,
290,08.22.20 klo 03.09.17 ip.,18.852,71.453,,,,,,,
291,08.22.20 klo 03.39.17 ip.,19.453,69.939,,,,,,,
292,08.22.20 klo 04.09.17 ip.,18.251,73.675,,,,,,,
293,08.22.20 klo 04.39.17 ip.,18.809,71.648,,,,,,,
294,08.22.20 klo 05.09.17 ip.,17.694,76.654,,,,,,,
295,08.22.20 klo 05.39.17 ip.,17.265,76.117,,,,,,,
296,08.22.20 klo 06.09.17 ip.,17.050,77.118,,,,,,,
297,08.22.20 klo 06.39.17 ip.,16.407,79.585,,,,,,,
298,08.22.20 klo 07.09.17 ip.,15.205,87.888,,,,,,,
299,08.22.20 klo 07.39.17 ip.,14.862,90.501,,,,,,,
300,08.22.20 klo 08.09.17 ip.,15.205,87.595,,,,,,,
301,08.22.20 klo 08.39.17 ip.,15.291,87.131,,,,,,,
302,08.22.20 klo 09.09.17 ip.,14.390,93.529,,,,,,,
303,08.22.20 klo 09.39.17 ip.,14.433,94.188,,,,,,,
304,08.22.20 klo 10.09.17 ip.,14.519,92.723,,,,,,,
305,08.22.20 klo 10.39.17 ip.,14.390,92.650,,,,,,,
306,08.22.20 klo 11.09.17 ip.,14.347,92.112,,,,,,,
307,08.22.20 klo 11.39.17 ip.,14.305,92.357,,,,,,,
308,08.23.20 klo 12.09.17 ap.,13.918,94.261,,,,,,,
309,08.23.20 klo 12.39.17 ap.,13.661,95.067,,,,,,,
310,08.23.20 klo 01.09.17 ap.,13.833,93.016,,,,,,,
311,08.23.20 klo 01.39.17 ap.,13.790,93.162,,,,,,,
312,08.23.20 klo 02.09.17 ap.,12.975,95.897,,,,,,,
313,08.23.20 klo 02.39.17 ap.,13.017,96.215,,,,,,,
314,08.23.20 klo 03.09.17 ap.,13.275,94.799,,,,,,,
315,08.23.20 klo 03.39.17 ap.,13.232,94.701,,,,,,,
316,08.23.20 klo 04.09.17 ap.,12.245,98.584,,,,,,,
317,08.23.20 klo 04.39.17 ap.,12.117,99.512,,,,,,,
318,08.23.20 klo 05.09.17 ap.,11.945,99.878,,,,,,,
319,08.23.20 klo 05.39.17 ap.,11.730,100.000,,,,,,,
320,08.23.20 klo 06.09.17 ap.,11.688,100.000,,,,,,,
321,08.23.20 klo 06.39.17 ap.,11.773,99.878,,,,,,,
322,08.23.20 klo 07.09.17 ap.,11.688,99.731,,,,,,,
323,08.23.20 klo 07.39.17 ap.,12.245,98.852,,,,,,,
324,08.23.20 klo 08.09.17 ap.,12.588,97.118,,,,,,,
325,08.23.20 klo 08.39.17 ap.,12.846,95.433,,,,,,,
326,08.23.20 klo 09.09.17 ap.,12.846,96.532,,,,,,,
327,08.23.20 klo 09.39.17 ap.,14.047,91.355,,,,,,,
328,08.23.20 klo 10.09.17 ap.,15.248,84.737,,,,,,,
329,08.23.20 klo 10.39.17 ap.,14.734,86.496,,,,,,,
330,08.23.20 klo 11.09.17 ap.,14.905,86.032,,,,,,,
331,08.23.20 klo 11.39.17 ap.,15.592,79.902,,,,,,,
332,08.23.20 klo 12.09.17 ip.,16.021,77.118,,,,,,,
333,08.23.20 klo 12.39.17 ip.,17.136,73.480,,,,,,,
334,08.23.20 klo 01.09.17 ip.,17.050,72.161,,,,,,,
335,08.23.20 klo 01.39.17 ip.,15.720,78.852,,,,,,,
336,08.23.20 klo 02.09.17 ip.,15.720,79.316,,,,,,,
337,08.23.20 klo 02.39.17 ip.,15.935,75.922,,,,,,,
338,08.23.20 klo 03.09.17 ip.,16.664,72.015,,,,,,,
339,08.23.20 klo 03.39.17 ip.,14.905,81.954,,,,,,,
340,08.23.20 klo 04.09.17 ip.,15.248,77.924,,,,,,,
341,08.23.20 klo 04.39.17 ip.,14.433,80.855,,,,,,,
342,08.23.20 klo 05.09.17 ip.,12.760,97.436,,,,,,,
343,08.23.20 klo 05.39.17 ip.,12.417,98.437,,,,,,,
344,08.23.20 klo 06.09.17 ip.,12.245,98.999,,,,,,,
345,08.23.20 klo 06.39.17 ip.,12.288,98.999,,,,,,,
346,08.23.20 klo 07.09.17 ip.,12.503,98.144,,,,,,,
347,08.23.20 klo 07.39.17 ip.,12.417,98.584,,,,,,,
348,08.23.20 klo 08.09.17 ip.,12.074,99.463,,,,,,,
349,08.23.20 klo 08.39.17 ip.,11.945,99.365,,,,,,,
350,08.23.20 klo 09.09.17 ip.,11.559,99.658,,,,,,,
351,08.23.20 klo 09.39.17 ip.,11.430,100.000,,,,,,,
352,08.23.20 klo 10.09.17 ip.,11.301,100.000,,,,,,,
353,08.23.20 klo 10.39.17 ip.,11.259,100.000,,,,,,,
354,08.23.20 klo 11.09.17 ip.,10.872,100.000,,,,,,,
355,08.23.20 klo 11.39.17 ip.,9.972,100.000,,,,,,,
356,08.24.20 klo 12.09.17 ap.,9.628,100.000,,,,,,,
357,08.24.20 klo 12.39.17 ap.,9.457,100.000,,,,,,,
358,08.24.20 klo 01.09.17 ap.,9.242,100.000,,,,,,,
359,08.24.20 klo 01.39.17 ap.,8.985,100.000,,,,,,,
360,08.24.20 klo 02.09.17 ap.,8.770,99.780,,,,,,,
361,08.24.20 klo 02.39.17 ap.,8.513,99.707,,,,,,,
362,08.24.20 klo 03.09.17 ap.,8.298,99.853,,,,,,,
363,08.24.20 klo 03.39.17 ap.,8.170,99.634,,,,,,,
364,08.24.20 klo 04.09.17 ap.,8.041,99.243,,,,,,,
365,08.24.20 klo 04.39.17 ap.,7.827,98.950,,,,,,,
366,08.24.20 klo 05.09.17 ap.,7.698,99.121,,,,,,,
367,08.24.20 klo 05.39.17 ap.,7.526,98.950,,,,,,,
368,08.24.20 klo 06.09.17 ap.,7.355,99.096,,,,,,,
369,08.24.20 klo 06.39.17 ap.,7.269,98.559,,,,,,,
370,08.24.20 klo 07.09.17 ap.,7.011,97.778,,,,,,,
371,08.24.20 klo 07.39.17 ap.,7.183,97.070,,,,,,,
372,08.24.20 klo 08.09.17 ap.,7.054,96.703,,,,,,,
373,08.24.20 klo 08.39.17 ap.,6.797,96.410,,,,,,,
374,08.24.20 klo 09.09.17 ap.,7.011,96.508,,,,,,,
375,08.24.20 klo 09.39.17 ap.,7.398,95.214,,,,,,,
376,08.24.20 klo 10.09.17 ap.,7.612,92.430,,,,,,,
