"Plot Title:  20849239"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849239, SEN S/N: 20849239)","RH, % (LGR S/N: 20849239, SEN S/N: 20849239)","Coupler Detached (LGR S/N: 20849239)","Bad Battery (LGR S/N: 20849239)","Coupler Attached (LGR S/N: 20849239)","Host Connected (LGR S/N: 20849239)","Stopped (LGR S/N: 20849239)","End Of File (LGR S/N: 20849239)"
2827,10.14.20 klo 12.03.22 ip.,0.962,100.000,,,,,,
2828,10.14.20 klo 12.33.22 ip.,1.477,99.756,,,,,,
2829,10.14.20 klo 01.03.22 ip.,2.078,99.341,,,,,,
2830,10.14.20 klo 01.33.22 ip.,3.365,96.996,,,,,,
2831,10.14.20 klo 02.03.22 ip.,3.622,93.065,,,,,,
2832,10.14.20 klo 02.33.22 ip.,3.451,96.068,,,,,,
2833,10.14.20 klo 03.03.22 ip.,4.008,91.917,,,,,,
2834,10.14.20 klo 03.33.22 ip.,3.279,94.335,,,,,,
2835,10.14.20 klo 04.03.22 ip.,2.421,98.877,,,,,,
2836,10.14.20 klo 04.33.22 ip.,2.421,96.508,,,,,,
2837,10.14.20 klo 05.03.22 ip.,2.464,96.581,,,,,,
2838,10.14.20 klo 05.33.22 ip.,1.134,100.000,,,,,,
2839,10.14.20 klo 06.03.22 ip.,0.877,99.976,,,,,,
2840,10.14.20 klo 06.33.22 ip.,1.048,96.972,,,,,,
2841,10.14.20 klo 07.03.22 ip.,1.520,87.570,,,,,,
2842,10.14.20 klo 07.33.22 ip.,1.391,88.523,,,,,,
2843,10.14.20 klo 08.03.22 ip.,1.477,83.370,,,,,,
2844,10.14.20 klo 08.33.22 ip.,1.134,84.005,,,,,,
2845,10.14.20 klo 09.03.22 ip.,1.220,79.805,,,,,,
2846,10.14.20 klo 09.33.22 ip.,1.220,82.613,,,,,,
2847,10.14.20 klo 10.03.22 ip.,0.920,86.642,,,,,,
2848,10.14.20 klo 10.33.22 ip.,0.448,87.961,,,,,,
2849,10.14.20 klo 11.03.22 ip.,0.619,87.619,,,,,,
2850,10.14.20 klo 11.33.22 ip.,0.448,87.253,,,,,,
2851,10.15.20 klo 12.03.22 ap.,0.405,83.101,,,,,,
2852,10.15.20 klo 12.33.22 ap.,0.362,80.781,,,,,,
2853,10.15.20 klo 01.03.22 ap.,0.190,81.221,,,,,,
2854,10.15.20 klo 01.33.22 ap.,0.147,80.293,,,,,,
2855,10.15.20 klo 02.03.22 ap.,-0.067,82.149,,,,,,
2856,10.15.20 klo 02.33.22 ap.,-0.153,82.711,,,,,,
2857,10.15.20 klo 03.03.22 ap.,-0.282,82.686,,,,,,
2858,10.15.20 klo 03.33.22 ap.,-0.196,82.540,,,,,,
2859,10.15.20 klo 04.03.22 ap.,-0.110,82.173,,,,,,
2860,10.15.20 klo 04.33.22 ap.,-0.367,84.225,,,,,,
2861,10.15.20 klo 05.03.22 ap.,-0.153,83.810,,,,,,
2862,10.15.20 klo 05.33.22 ap.,-0.153,85.958,,,,,,
2863,10.15.20 klo 06.03.22 ap.,-0.325,86.984,,,,,,
2864,10.15.20 klo 06.33.22 ap.,-0.282,88.669,,,,,,
2865,10.15.20 klo 07.03.22 ap.,-0.668,91.380,,,,,,
2866,10.15.20 klo 07.33.22 ap.,-1.011,93.602,,,,,,
2867,10.15.20 klo 08.03.22 ap.,-1.054,95.604,,,,,,
2868,10.15.20 klo 08.33.22 ap.,-0.925,96.020,,,,,,
2869,10.15.20 klo 09.03.22 ap.,-0.754,96.288,,,,,,
2870,10.15.20 klo 09.33.22 ap.,-0.496,93.895,,,,,,
2871,10.15.20 klo 10.03.22 ap.,0.104,90.549,,,,,,
2872,10.15.20 klo 10.33.22 ap.,0.319,90.037,,,,,,
2873,10.15.20 klo 11.03.22 ap.,0.405,89.988,,,,,,
2874,10.15.20 klo 11.33.22 ap.,0.662,89.231,,,,,,
2875,10.15.20 klo 12.03.22 ip.,0.533,90.769,,,,,,
2876,10.15.20 klo 12.33.22 ip.,0.705,91.453,,,,,,
2877,10.15.20 klo 01.03.22 ip.,1.005,86.764,,,,,,
2878,10.15.20 klo 01.33.22 ip.,1.563,84.127,,,,,,
2879,10.15.20 klo 02.03.22 ip.,1.434,85.226,,,,,,
2880,10.15.20 klo 02.33.22 ip.,1.606,84.200,,,,,,
2881,10.15.20 klo 03.03.22 ip.,1.434,86.422,,,,,,
2882,10.15.20 klo 03.33.22 ip.,1.606,86.081,,,,,,
2883,10.15.20 klo 04.03.22 ip.,1.649,85.421,,,,,,
2884,10.15.20 klo 04.33.22 ip.,1.434,86.056,,,,,,
2885,10.15.20 klo 05.03.22 ip.,0.834,87.497,,,,,,
2886,10.15.20 klo 05.33.22 ip.,0.619,89.402,,,,,,
2887,10.15.20 klo 06.03.22 ip.,0.104,89.890,,,,,,
2888,10.15.20 klo 06.33.22 ip.,0.319,88.987,,,,,,
2889,10.15.20 klo 07.03.22 ip.,0.147,90.061,,,,,,
2890,10.15.20 klo 07.33.22 ip.,-0.110,90.476,,,,,,
2891,10.15.20 klo 08.03.22 ip.,-0.325,92.039,,,,,,
2892,10.15.20 klo 08.33.22 ip.,-0.410,92.943,,,,,,
2893,10.15.20 klo 09.03.22 ip.,-0.882,94.603,,,,,,
2894,10.15.20 klo 09.33.22 ip.,-0.196,92.747,,,,,,
2895,10.15.20 klo 10.03.22 ip.,-0.196,95.018,,,,,,
2896,10.15.20 klo 10.33.22 ip.,0.190,93.773,,,,,,
2897,10.15.20 klo 11.03.22 ip.,-0.153,94.335,,,,,,
2898,10.15.20 klo 11.33.22 ip.,-0.582,94.750,,,,,,
2899,10.16.20 klo 12.03.22 ap.,-0.067,92.137,,,,,,
2900,10.16.20 klo 12.33.22 ap.,0.019,91.282,,,,,,
2901,10.16.20 klo 01.03.22 ap.,0.662,87.277,,,,,,
2902,10.16.20 klo 01.33.22 ap.,0.491,86.911,,,,,,
2903,10.16.20 klo 02.03.22 ap.,0.834,84.493,,,,,,
2904,10.16.20 klo 02.33.22 ap.,0.533,88.205,,,,,,
2905,10.16.20 klo 03.03.22 ap.,-0.110,93.431,,,,,,
2906,10.16.20 klo 03.33.22 ap.,0.576,87.497,,,,,,
2907,10.16.20 klo 04.03.22 ap.,-0.067,92.943,,,,,,
2908,10.16.20 klo 04.33.22 ap.,-0.024,92.967,,,,,,
2909,10.16.20 klo 05.03.22 ap.,0.019,92.894,,,,,,
2910,10.16.20 klo 05.33.22 ap.,0.104,94.554,,,,,,
2911,10.16.20 klo 06.03.22 ap.,-0.539,97.705,,,,,,
2912,10.16.20 klo 06.33.22 ap.,-0.282,99.487,,,,,,
2913,10.16.20 klo 07.03.22 ap.,-0.325,99.951,,,,,,
2914,10.16.20 klo 07.33.22 ap.,-0.067,98.974,,,,,,
2915,10.16.20 klo 08.03.22 ap.,-0.153,100.000,,,,,,
2916,10.16.20 klo 08.33.22 ap.,-0.153,100.000,,,,,,
2917,10.16.20 klo 09.03.22 ap.,0.062,99.438,,,,,,
2918,10.16.20 klo 09.33.22 ap.,0.062,99.438,,,,,,
2919,10.16.20 klo 10.03.22 ap.,0.233,94.676,,,,,,
2920,10.16.20 klo 10.33.22 ap.,0.319,97.656,,,,,,
2921,10.16.20 klo 11.03.22 ap.,0.448,98.877,,,,,,
2922,10.16.20 klo 11.33.22 ap.,0.362,100.000,,,,,,
2923,10.16.20 klo 12.03.22 ip.,0.448,100.000,,,,,,
2924,10.16.20 klo 12.33.22 ip.,0.576,100.000,,,,,,
2925,10.16.20 klo 01.03.22 ip.,0.662,99.829,,,,,,
2926,10.16.20 klo 01.33.22 ip.,0.662,100.000,,,,,,
2927,10.16.20 klo 02.03.22 ip.,0.448,100.000,,,,,,
2928,10.16.20 klo 02.33.22 ip.,0.533,100.000,,,,,,
2929,10.16.20 klo 03.03.22 ip.,0.362,100.000,,,,,,
2930,10.16.20 klo 03.33.22 ip.,0.405,100.000,,,,,,
2931,10.16.20 klo 04.03.22 ip.,0.233,100.000,,,,,,
2932,10.16.20 klo 04.33.22 ip.,0.190,100.000,,,,,,
2933,10.16.20 klo 05.03.22 ip.,0.019,100.000,,,,,,
2934,10.16.20 klo 05.33.22 ip.,-0.110,100.000,,,,,,
2935,10.16.20 klo 06.03.22 ip.,-0.196,100.000,,,,,,
2936,10.16.20 klo 06.33.22 ip.,-0.282,100.000,,,,,,
2937,10.16.20 klo 07.03.22 ip.,-0.282,100.000,,,,,,
2938,10.16.20 klo 07.33.22 ip.,-0.325,100.000,,,,,,
2939,10.16.20 klo 08.03.22 ip.,-0.367,100.000,,,,,,
2940,10.16.20 klo 08.33.22 ip.,-0.325,100.000,,,,,,
2941,10.16.20 klo 09.03.22 ip.,-0.325,100.000,,,,,,
2942,10.16.20 klo 09.33.22 ip.,-0.325,100.000,,,,,,
2943,10.16.20 klo 10.03.22 ip.,-0.239,100.000,,,,,,
2944,10.16.20 klo 10.33.22 ip.,-0.239,100.000,,,,,,
2945,10.16.20 klo 11.03.22 ip.,-0.153,100.000,,,,,,
2946,10.16.20 klo 11.33.22 ip.,-0.282,100.000,,,,,,
2947,10.17.20 klo 12.03.22 ap.,-0.196,100.000,,,,,,
2948,10.17.20 klo 12.33.22 ap.,-0.153,100.000,,,,,,
2949,10.17.20 klo 01.03.22 ap.,-0.024,100.000,,,,,,
2950,10.17.20 klo 01.33.22 ap.,-0.024,100.000,,,,,,
2951,10.17.20 klo 02.03.22 ap.,-0.067,100.000,,,,,,
2952,10.17.20 klo 02.33.22 ap.,-0.024,100.000,,,,,,
2953,10.17.20 klo 03.03.22 ap.,-0.067,100.000,,,,,,
2954,10.17.20 klo 03.33.22 ap.,0.019,100.000,,,,,,
2955,10.17.20 klo 04.03.22 ap.,-0.024,100.000,,,,,,
2956,10.17.20 klo 04.33.22 ap.,0.062,100.000,,,,,,
2957,10.17.20 klo 05.03.22 ap.,0.062,100.000,,,,,,
2958,10.17.20 klo 05.33.22 ap.,0.019,100.000,,,,,,
2959,10.17.20 klo 06.03.22 ap.,-0.024,100.000,,,,,,
2960,10.17.20 klo 06.33.22 ap.,-0.282,100.000,,,,,,
2961,10.17.20 klo 07.03.22 ap.,-1.097,98.584,,,,,,
2962,10.17.20 klo 07.33.22 ap.,-1.569,98.584,,,,,,
2963,10.17.20 klo 08.03.22 ap.,-2.083,98.120,,,,,,
2964,10.17.20 klo 08.33.22 ap.,-2.298,97.118,,,,,,
2965,10.17.20 klo 09.03.22 ap.,-2.384,96.947,,,,,,
2966,10.17.20 klo 09.33.22 ap.,-2.641,97.485,,,,,,
2967,10.17.20 klo 10.03.22 ap.,-2.641,94.994,,,,,,
2968,10.17.20 klo 10.33.22 ap.,-2.684,94.774,,,,,,
2969,10.17.20 klo 11.03.22 ap.,-2.684,94.652,,,,,,
2970,10.17.20 klo 11.33.22 ap.,-2.641,92.234,,,,,,
2971,10.17.20 klo 12.03.22 ip.,-2.427,91.722,,,,,,
2972,10.17.20 klo 12.33.22 ip.,-2.641,89.646,,,,,,
2973,10.17.20 klo 01.03.22 ip.,-2.941,87.961,,,,,,
2974,10.17.20 klo 01.33.22 ip.,-2.941,87.448,,,,,,
2975,10.17.20 klo 02.03.22 ip.,-2.813,86.911,,,,,,
2976,10.17.20 klo 02.33.22 ip.,-2.941,84.982,,,,,,
2977,10.17.20 klo 03.03.22 ip.,-2.941,84.298,,,,,,
2978,10.17.20 klo 03.33.22 ip.,-3.027,84.396,,,,,,
2979,10.17.20 klo 04.03.22 ip.,-3.285,83.980,,,,,,
2980,10.17.20 klo 04.33.22 ip.,-3.628,85.788,,,,,,
2981,10.17.20 klo 05.03.22 ip.,-3.714,83.712,,,,,,
2982,10.17.20 klo 05.33.22 ip.,-4.100,88.254,,,,,,
2983,10.17.20 klo 06.03.22 ip.,-4.357,90.379,,,,,,
2984,10.17.20 klo 06.33.22 ip.,-4.314,88.400,,,,,,
2985,10.17.20 klo 07.03.22 ip.,-4.014,83.077,,,,,,
2986,10.17.20 klo 07.33.22 ip.,-4.743,85.446,,,,,,
2987,10.17.20 klo 08.03.22 ip.,-4.743,86.105,,,,,,
2988,10.17.20 klo 08.33.22 ip.,-4.657,84.103,,,,,,
2989,10.17.20 klo 09.03.22 ip.,-4.700,84.005,,,,,,
2990,10.17.20 klo 09.33.22 ip.,-4.228,82.466,,,,,,
2991,10.17.20 klo 10.03.22 ip.,-3.928,82.711,,,,,,
2992,10.17.20 klo 10.33.22 ip.,-3.842,83.468,,,,,,
2993,10.17.20 klo 11.03.22 ip.,-3.842,83.932,,,,,,
2994,10.17.20 klo 11.33.22 ip.,-3.799,84.054,,,,,,
2995,10.18.20 klo 12.03.22 ap.,-3.799,85.031,,,,,,
2996,10.18.20 klo 12.33.22 ap.,-3.113,81.099,,,,,,
2997,10.18.20 klo 01.03.22 ap.,-3.113,81.807,,,,,,
2998,10.18.20 klo 01.33.22 ap.,-2.941,79.609,,,,,,
2999,10.18.20 klo 02.03.22 ap.,-2.899,78.437,,,,,,
3000,10.18.20 klo 02.33.22 ap.,-3.113,78.584,,,,,,
3001,10.18.20 klo 03.03.22 ap.,-3.242,79.023,,,,,,
3002,10.18.20 klo 03.33.22 ap.,-3.242,79.780,,,,,,
3003,10.18.20 klo 04.03.22 ap.,-2.770,79.023,,,,,,
3004,10.18.20 klo 04.33.22 ap.,-3.199,80.904,,,,,,
3005,10.18.20 klo 05.03.22 ap.,-3.242,83.223,,,,,,
3006,10.18.20 klo 05.33.22 ap.,-3.027,84.493,,,,,,
3007,10.18.20 klo 06.03.22 ap.,-2.856,84.884,,,,,,
3008,10.18.20 klo 06.33.22 ap.,-2.813,81.612,,,,,,
3009,10.18.20 klo 07.03.22 ap.,-3.113,78.901,,,,,,
3010,10.18.20 klo 07.33.22 ap.,-3.499,79.756,,,,,,
3011,10.18.20 klo 08.03.22 ap.,-3.542,78.535,,,,,,
3012,10.18.20 klo 08.33.22 ap.,-3.842,79.951,,,,,,
3013,10.18.20 klo 09.03.22 ap.,-3.842,80.513,,,,,,
3014,10.18.20 klo 09.33.22 ap.,-3.456,79.365,,,,,,
3015,10.18.20 klo 10.03.22 ap.,-3.199,78.095,,,,,,
3016,10.18.20 klo 10.33.22 ap.,-2.813,76.581,,,,,,
3017,10.18.20 klo 11.03.22 ap.,-2.470,75.360,,,,,,
3018,10.18.20 klo 11.33.22 ap.,-2.856,77.289,,,,,,
3019,10.18.20 klo 12.03.22 ip.,-2.641,76.557,,,,,,
3020,10.18.20 klo 12.33.22 ip.,-2.984,78.584,,,,,,
3021,10.18.20 klo 01.03.22 ip.,-1.912,74.383,,,,,,
3022,10.18.20 klo 01.33.22 ip.,-2.298,76.923,,,,,,
3023,10.18.20 klo 02.03.22 ip.,-2.555,76.654,,,,,,
3024,10.18.20 klo 02.33.22 ip.,-2.512,76.630,,,,,,
3025,10.18.20 klo 03.03.22 ip.,-2.470,76.996,,,,,,
3026,10.18.20 klo 03.33.22 ip.,-2.512,78.095,,,,,,
3027,10.18.20 klo 04.03.22 ip.,-3.199,80.195,,,,,,
3028,10.18.20 klo 04.33.22 ip.,-2.941,79.463,,,,,,
3029,10.18.20 klo 05.03.22 ip.,-3.027,79.389,,,,,,
3030,10.18.20 klo 05.33.22 ip.,-3.842,81.490,,,,,,
3031,10.18.20 klo 06.03.22 ip.,-4.143,83.785,,,,,,
3032,10.18.20 klo 06.33.22 ip.,-4.357,83.761,,,,,,
3033,10.18.20 klo 07.03.22 ip.,-3.842,82.564,,,,,,
3034,10.18.20 klo 07.33.22 ip.,-3.671,82.027,,,,,,
3035,10.18.20 klo 08.03.22 ip.,-3.928,83.053,,,,,,
3036,10.18.20 klo 08.33.22 ip.,-3.585,81.319,,,,,,
3037,10.18.20 klo 09.03.22 ip.,-3.885,82.833,,,,,,
3038,10.18.20 klo 09.33.22 ip.,-3.842,81.978,,,,,,
3039,10.18.20 klo 10.03.22 ip.,-4.357,84.518,,,,,,
3040,10.18.20 klo 10.33.22 ip.,-4.014,83.028,,,,,,
3041,10.18.20 klo 11.03.22 ip.,-3.885,83.443,,,,,,
3042,10.18.20 klo 11.33.22 ip.,-4.529,84.664,,,,,,
3043,10.19.20 klo 12.03.22 ap.,-5.044,86.593,,,,,,
3044,10.19.20 klo 12.33.22 ap.,-4.100,85.372,,,,,,
3045,10.19.20 klo 01.03.22 ap.,-4.186,86.545,,,,,,
3046,10.19.20 klo 01.33.22 ap.,-3.714,84.151,,,,,,
3047,10.19.20 klo 02.03.22 ap.,-3.671,83.321,,,,,,
3048,10.19.20 klo 02.33.22 ap.,-3.585,82.711,,,,,,
3049,10.19.20 klo 03.03.22 ap.,-3.671,82.344,,,,,,
3050,10.19.20 klo 03.33.22 ap.,-4.829,86.667,,,,,,
3051,10.19.20 klo 04.03.22 ap.,-3.928,83.199,,,,,,
3052,10.19.20 klo 04.33.22 ap.,-4.014,82.833,,,,,,
3053,10.19.20 klo 05.03.22 ap.,-4.186,83.565,,,,,,
3054,10.19.20 klo 05.33.22 ap.,-4.529,84.029,,,,,,
3055,10.19.20 klo 06.03.22 ap.,-4.400,83.077,,,,,,
3056,10.19.20 klo 06.33.22 ap.,-4.228,83.370,,,,,,
3057,10.19.20 klo 07.03.22 ap.,-3.971,84.493,,,,,,
3058,10.19.20 klo 07.33.22 ap.,-3.242,81.807,,,,,,
3059,10.19.20 klo 08.03.22 ap.,-3.113,82.735,,,,,,
3060,10.19.20 klo 08.33.22 ap.,-3.156,84.444,,,,,,
3061,10.19.20 klo 09.03.22 ap.,-3.156,85.641,,,,,,
3062,10.19.20 klo 09.33.22 ap.,-2.984,83.956,,,,,,
3063,10.19.20 klo 10.03.22 ap.,-2.512,84.542,,,,,,
3064,10.19.20 klo 10.33.22 ap.,-3.027,85.861,,,,,,
3065,10.19.20 klo 11.03.22 ap.,-3.156,88.132,,,,,,
3066,10.19.20 klo 11.33.22 ap.,-2.899,86.203,,,,,,
3067,10.19.20 klo 12.03.22 ip.,-2.598,84.786,,,,,,
3068,10.19.20 klo 12.33.22 ip.,-2.083,82.076,,,,,,
3069,10.19.20 klo 01.03.22 ip.,-2.169,83.687,,,,,,
3070,10.19.20 klo 01.33.22 ip.,-1.440,79.463,,,,,,
3071,10.19.20 klo 02.03.22 ip.,-1.654,76.703,,,,,,
3072,10.19.20 klo 02.33.22 ip.,-2.041,76.777,,,,,,
3073,10.19.20 klo 03.03.22 ip.,-4.271,81.026,,,,,,
3074,10.19.20 klo 03.33.22 ip.,-3.799,81.294,,,,,,
3075,10.19.20 klo 04.03.22 ip.,-3.885,81.587,,,,,,
3076,10.19.20 klo 04.33.22 ip.,-3.714,80.195,,,,,,
3077,10.19.20 klo 05.03.22 ip.,-4.743,82.466,,,,,,
3078,10.19.20 klo 05.33.22 ip.,-5.172,83.883,,,,,,
3079,10.19.20 klo 06.03.22 ip.,-5.387,89.646,,,,,,
3080,10.19.20 klo 06.33.22 ip.,-3.714,83.346,,,,,,
3081,10.19.20 klo 07.03.22 ip.,-3.199,84.396,,,,,,
3082,10.19.20 klo 07.33.22 ip.,-2.856,84.127,,,,,,
3083,10.19.20 klo 08.03.22 ip.,-2.512,87.741,,,,,,
3084,10.19.20 klo 08.33.22 ip.,-2.212,89.744,,,,,,
3085,10.19.20 klo 09.03.22 ip.,-2.041,91.990,,,,,,
3086,10.19.20 klo 09.33.22 ip.,-1.612,90.647,,,,,,
3087,10.19.20 klo 10.03.22 ip.,-1.912,89.377,,,,,,
3088,10.19.20 klo 10.33.22 ip.,-2.470,91.502,,,,,,
3089,10.19.20 klo 11.03.22 ip.,-2.727,92.625,,,,,,
3090,10.19.20 klo 11.33.22 ip.,-2.555,93.455,,,,,,
3091,10.20.20 klo 12.03.22 ap.,-3.070,93.236,,,,,,
3092,10.20.20 klo 12.33.22 ap.,-3.628,94.799,,,,,,
3093,10.20.20 klo 01.03.22 ap.,-4.014,97.534,,,,,,
3094,10.20.20 klo 01.33.22 ap.,-4.400,98.950,,,,,,
3095,10.20.20 klo 02.03.22 ap.,-4.700,98.657,,,,,,
3096,10.20.20 klo 02.33.22 ap.,-4.915,98.632,,,,,,
3097,10.20.20 klo 03.03.22 ap.,-5.215,97.827,,,,,,
3098,10.20.20 klo 03.33.22 ap.,-5.344,98.388,,,,,,
3099,10.20.20 klo 04.03.22 ap.,-5.515,98.608,,,,,,
3100,10.20.20 klo 04.33.22 ap.,-5.773,98.950,,,,,,
3101,10.20.20 klo 05.03.22 ap.,-5.944,97.851,,,,,,
3102,10.20.20 klo 05.33.22 ap.,-6.030,98.510,,,,,,
3103,10.20.20 klo 06.03.22 ap.,-5.987,98.632,,,,,,
3104,10.20.20 klo 06.33.22 ap.,-5.773,98.681,,,,,,
3105,10.20.20 klo 07.03.22 ap.,-5.644,98.339,,,,,,
3106,10.20.20 klo 07.33.22 ap.,-5.473,98.291,,,,,,
3107,10.20.20 klo 08.03.22 ap.,-5.473,98.242,,,,,,
3108,10.20.20 klo 08.33.22 ap.,-5.430,96.777,,,,,,
3109,10.20.20 klo 09.03.22 ap.,-5.387,97.411,,,,,,
3110,10.20.20 klo 09.33.22 ap.,-5.215,95.580,,,,,,
3111,10.20.20 klo 10.03.22 ap.,-5.044,94.994,,,,,,
3112,10.20.20 klo 10.33.22 ap.,-4.829,93.162,,,,,,
3113,10.20.20 klo 11.03.22 ap.,-3.928,91.502,,,,,,
3114,10.20.20 klo 11.33.22 ap.,-3.285,89.963,,,,,,
3115,10.20.20 klo 12.03.22 ip.,-3.842,88.498,,,,,,
3116,10.20.20 klo 12.33.22 ip.,-3.714,89.817,,,,,,
3117,10.20.20 klo 01.03.22 ip.,-3.628,90.012,,,,,,
3118,10.20.20 klo 01.33.22 ip.,-3.671,89.451,,,,,,
3119,10.20.20 klo 02.03.22 ip.,-3.757,91.477,,,,,,
3120,10.20.20 klo 02.33.22 ip.,-3.842,91.990,,,,,,
3121,10.20.20 klo 03.03.22 ip.,-3.928,91.770,,,,,,
3122,10.20.20 klo 03.33.22 ip.,-4.400,93.553,,,,,,
3123,10.20.20 klo 04.03.22 ip.,-4.657,95.360,,,,,,
3124,10.20.20 klo 04.33.22 ip.,-4.958,95.140,,,,,,
3125,10.20.20 klo 05.03.22 ip.,-5.215,93.211,,,,,,
3126,10.20.20 klo 05.33.22 ip.,-5.473,93.016,,,,,,
3127,10.20.20 klo 06.03.22 ip.,-5.816,94.994,,,,,,
3128,10.20.20 klo 06.33.22 ip.,-5.944,96.166,,,,,,
3129,10.20.20 klo 07.03.22 ip.,-5.987,97.509,,,,,,
3130,10.20.20 klo 07.33.22 ip.,-6.159,97.753,,,,,,
3131,10.20.20 klo 08.03.22 ip.,-6.159,98.095,,,,,,
3132,10.20.20 klo 08.33.22 ip.,-6.245,95.678,,,,,,
3133,10.20.20 klo 09.03.22 ip.,-6.159,89.866,,,,,,
3134,10.20.20 klo 09.33.22 ip.,-5.902,87.766,,,,,,
3135,10.20.20 klo 10.03.22 ip.,-5.902,88.034,,,,,,
3136,10.20.20 klo 10.33.22 ip.,-5.944,90.598,,,,,,
3137,10.20.20 klo 11.03.22 ip.,-5.859,92.405,,,,,,
3138,10.20.20 klo 11.33.22 ip.,-5.816,93.358,,,,,,
3139,10.21.20 klo 12.03.22 ap.,-5.730,93.553,,,,,,
3140,10.21.20 klo 12.33.22 ap.,-5.644,94.188,,,,,,
3141,10.21.20 klo 01.03.22 ap.,-5.473,95.336,,,,,,
3142,10.21.20 klo 01.33.22 ap.,-5.387,95.678,,,,,,
3143,10.21.20 klo 02.03.22 ap.,-5.215,96.361,,,,,,
3144,10.21.20 klo 02.33.22 ap.,-4.915,95.702,,,,,,
3145,10.21.20 klo 03.03.22 ap.,-4.915,95.897,,,,,,
3146,10.21.20 klo 03.33.22 ap.,-4.786,95.653,,,,,,
3147,10.21.20 klo 04.03.22 ap.,-4.872,96.752,,,,,,
3148,10.21.20 klo 04.33.22 ap.,-4.743,97.558,,,,,,
3149,10.21.20 klo 05.03.22 ap.,-4.915,97.778,,,,,,
3150,10.21.20 klo 05.33.22 ap.,-4.915,98.559,,,,,,
3151,10.21.20 klo 06.03.22 ap.,-4.915,97.143,,,,,,
3152,10.21.20 klo 06.33.22 ap.,-4.615,95.385,,,,,,
3153,10.21.20 klo 07.03.22 ap.,-4.700,96.239,,,,,,
3154,10.21.20 klo 07.33.22 ap.,-4.657,95.971,,,,,,
3155,10.21.20 klo 08.03.22 ap.,-4.700,95.946,,,,,,
3156,10.21.20 klo 08.33.22 ap.,-4.872,97.192,,,,,,
3157,10.21.20 klo 09.03.22 ap.,-5.129,97.973,,,,,,
3158,10.21.20 klo 09.33.22 ap.,-4.786,94.799,,,,,,
3159,10.21.20 klo 10.03.22 ap.,-5.344,98.413,,,,,,
3160,10.21.20 klo 10.33.22 ap.,-5.215,98.168,,,,,,
3161,10.21.20 klo 11.03.22 ap.,-5.172,98.462,,,,,,
3162,10.21.20 klo 11.33.22 ap.,-5.301,98.291,,,,,,
3163,10.21.20 klo 12.03.22 ip.,-5.344,98.022,,,,,,
3164,10.21.20 klo 12.33.22 ip.,-5.387,97.753,,,,,,
3165,10.21.20 klo 01.03.22 ip.,-5.387,98.046,,,,,,
3166,10.21.20 klo 01.33.22 ip.,-5.601,98.144,,,,,,
3167,10.21.20 klo 02.03.22 ip.,-5.129,93.407,,,,,,
3168,10.21.20 klo 02.33.22 ip.,-5.515,96.630,,,,,,
3169,10.21.20 klo 03.03.22 ip.,-5.473,98.022,,,,,,
3170,10.21.20 klo 03.33.22 ip.,-5.515,97.851,,,,,,
3171,10.21.20 klo 04.03.22 ip.,-5.515,97.778,,,,,,
3172,10.21.20 klo 04.33.22 ip.,-5.258,96.947,,,,,,
3173,10.21.20 klo 05.03.22 ip.,-5.301,97.411,,,,,,
3174,10.21.20 klo 05.33.22 ip.,-5.215,97.436,,,,,,
3175,10.21.20 klo 06.03.22 ip.,-4.786,95.922,,,,,,
3176,10.21.20 klo 06.33.22 ip.,-4.228,92.991,,,,,,
3177,10.21.20 klo 07.03.22 ip.,-3.928,93.602,,,,,,
3178,10.21.20 klo 07.33.22 ip.,-3.456,91.819,,,,,,
3179,10.21.20 klo 08.03.22 ip.,-3.799,92.747,,,,,,
3180,10.21.20 klo 08.33.22 ip.,-3.885,93.797,,,,,,
3181,10.21.20 klo 09.03.22 ip.,-2.770,90.989,,,,,,
3182,10.21.20 klo 09.33.22 ip.,-2.598,86.642,,,,,,
3183,10.21.20 klo 10.03.22 ip.,-3.370,89.426,,,,,,
3184,10.21.20 klo 10.33.22 ip.,-2.856,87.497,,,,,,
3185,10.21.20 klo 11.03.22 ip.,-2.298,86.935,,,,,,
3186,10.21.20 klo 11.33.22 ip.,-2.341,87.692,,,,,,
3187,10.22.20 klo 12.03.22 ap.,-3.156,89.133,,,,,,
3188,10.22.20 klo 12.33.22 ap.,-3.199,89.817,,,,,,
3189,10.22.20 klo 01.03.22 ap.,-3.242,92.063,,,,,,
3190,10.22.20 klo 01.33.22 ap.,-3.027,91.722,,,,,,
3191,10.22.20 klo 02.03.22 ap.,-2.126,95.800,,,,,,
3192,10.22.20 klo 02.33.22 ap.,-1.612,94.628,,,,,,
3193,10.22.20 klo 03.03.22 ap.,-1.183,92.430,,,,,,
3194,10.22.20 klo 03.33.22 ap.,-1.697,92.552,,,,,,
3195,10.22.20 klo 04.03.22 ap.,-0.711,90.965,,,,,,
3196,10.22.20 klo 04.33.22 ap.,-0.711,89.084,,,,,,
3197,10.22.20 klo 05.03.22 ap.,-0.496,89.890,,,,,,
3198,10.22.20 klo 05.33.22 ap.,-0.496,86.569,,,,,,
3199,10.22.20 klo 06.03.22 ap.,-0.668,88.864,,,,,,
3200,10.22.20 klo 06.33.22 ap.,-0.754,90.769,,,,,,
