"Plot Title:  20849260"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849260, SEN S/N: 20849260, LBL: AT)","RH, % (LGR S/N: 20849260, SEN S/N: 20849260, LBL: RH)","Coupler Detached (LGR S/N: 20849260)","Bad Battery (LGR S/N: 20849260)","Coupler Attached (LGR S/N: 20849260)","Host Connected (LGR S/N: 20849260)","Stopped (LGR S/N: 20849260)","End Of File (LGR S/N: 20849260)"
8533,01.14.21 klo 06.00.00 ap.,-14.782,85.861,,,,,,
8534,01.14.21 klo 06.30.00 ap.,-13.624,87.228,,,,,,
8535,01.14.21 klo 07.00.00 ap.,-13.366,88.156,,,,,,
8536,01.14.21 klo 07.30.00 ap.,-15.554,83.980,,,,,,
8537,01.14.21 klo 08.00.00 ap.,-11.865,87.888,,,,,,
8538,01.14.21 klo 08.30.00 ap.,-9.591,91.795,,,,,,
8539,01.14.21 klo 09.00.00 ap.,-11.693,88.107,,,,,,
8540,01.14.21 klo 09.30.00 ap.,-10.363,86.569,,,,,,
8541,01.14.21 klo 10.00.00 ap.,-9.934,90.452,,,,,,
8542,01.14.21 klo 10.30.00 ap.,-9.591,92.308,,,,,,
8543,01.14.21 klo 11.00.00 ap.,-8.089,93.114,,,,,,
8544,01.14.21 klo 11.30.00 ap.,-9.634,92.796,,,,,,
8545,01.14.21 klo 12.00.00 ip.,-8.819,93.773,,,,,,
8546,01.14.21 klo 12.30.00 ip.,-9.033,92.576,,,,,,
8547,01.14.21 klo 01.00.00 ip.,-9.248,92.772,,,,,,
8548,01.14.21 klo 01.30.00 ip.,-7.618,95.165,,,,,,
8549,01.14.21 klo 02.00.00 ip.,-7.832,93.944,,,,,,
8550,01.14.21 klo 02.30.00 ip.,-6.888,95.702,,,,,,
8551,01.14.21 klo 03.00.00 ip.,-8.175,93.016,,,,,,
8552,01.14.21 klo 03.30.00 ip.,-8.733,92.308,,,,,,
8553,01.14.21 klo 04.00.00 ip.,-9.076,92.259,,,,,,
8554,01.14.21 klo 04.30.00 ip.,-7.875,90.281,,,,,,
8555,01.14.21 klo 05.00.00 ip.,-7.446,92.405,,,,,,
8556,01.14.21 klo 05.30.00 ip.,-6.931,93.236,,,,,,
8557,01.14.21 klo 06.00.00 ip.,-6.116,95.824,,,,,,
8558,01.14.21 klo 06.30.00 ip.,-6.674,95.385,,,,,,
8559,01.14.21 klo 07.00.00 ip.,-5.430,93.748,,,,,,
8560,01.14.21 klo 07.30.00 ip.,-6.331,97.363,,,,,,
8561,01.14.21 klo 08.00.00 ip.,-6.760,91.624,,,,,,
8562,01.14.21 klo 08.30.00 ip.,-6.717,93.138,,,,,,
8563,01.14.21 klo 09.00.00 ip.,-6.373,94.505,,,,,,
8564,01.14.21 klo 09.30.00 ip.,-5.859,92.918,,,,,,
8565,01.14.21 klo 10.00.00 ip.,-6.802,94.847,,,,,,
8566,01.14.21 klo 10.30.00 ip.,-5.515,94.725,,,,,,
8567,01.14.21 klo 11.00.00 ip.,-5.172,90.476,,,,,,
8568,01.14.21 klo 11.30.00 ip.,-4.615,92.821,,,,,,
8569,01.15.21 klo 12.00.00 ap.,-5.258,92.454,,,,,,
8570,01.15.21 klo 12.30.00 ap.,-4.443,93.602,,,,,,
8571,01.15.21 klo 01.00.00 ap.,-3.456,91.087,,,,,,
8572,01.15.21 klo 01.30.00 ap.,-3.885,92.943,,,,,,
8573,01.15.21 klo 02.00.00 ap.,-2.941,88.547,,,,,,
8574,01.15.21 klo 02.30.00 ap.,-2.984,90.574,,,,,,
8575,01.15.21 klo 03.00.00 ap.,-3.285,90.208,,,,,,
8576,01.15.21 klo 03.30.00 ap.,-3.070,90.085,,,,,,
8577,01.15.21 klo 04.00.00 ap.,-2.255,87.009,,,,,,
8578,01.15.21 klo 04.30.00 ap.,-2.727,90.012,,,,,,
8579,01.15.21 klo 05.00.00 ap.,-3.156,92.943,,,,,,
8580,01.15.21 klo 05.30.00 ap.,-3.456,93.871,,,,,,
8581,01.15.21 klo 06.00.00 ap.,-3.113,90.647,,,,,,
8582,01.15.21 klo 06.30.00 ap.,-3.027,90.842,,,,,,
8583,01.15.21 klo 07.00.00 ap.,-2.384,87.717,,,,,,
8584,01.15.21 klo 07.30.00 ap.,-2.427,87.741,,,,,,
8585,01.15.21 klo 08.00.00 ap.,-2.212,86.252,,,,,,
8586,01.15.21 klo 08.30.00 ap.,-2.298,87.595,,,,,,
8587,01.15.21 klo 09.00.00 ap.,-2.255,87.570,,,,,,
8588,01.15.21 klo 09.30.00 ap.,-2.512,89.768,,,,,,
8589,01.15.21 klo 10.00.00 ap.,-2.255,88.181,,,,,,
8590,01.15.21 klo 10.30.00 ap.,-2.212,88.523,,,,,,
8591,01.15.21 klo 11.00.00 ap.,-2.384,90.598,,,,,,
8592,01.15.21 klo 11.30.00 ap.,-3.070,91.941,,,,,,
8593,01.15.21 klo 12.00.00 ip.,-2.341,89.670,,,,,,
8594,01.15.21 klo 12.30.00 ip.,-3.156,93.773,,,,,,
8595,01.15.21 klo 01.00.00 ip.,-3.027,95.018,,,,,,
8596,01.15.21 klo 01.30.00 ip.,-1.955,89.084,,,,,,
8597,01.15.21 klo 02.00.00 ip.,-1.912,89.988,,,,,,
8598,01.15.21 klo 02.30.00 ip.,-1.869,91.551,,,,,,
8599,01.15.21 klo 03.00.00 ip.,-2.341,93.162,,,,,,
8600,01.15.21 klo 03.30.00 ip.,-2.470,91.209,,,,,,
8601,01.15.21 klo 04.00.00 ip.,-2.212,90.720,,,,,,
8602,01.15.21 klo 04.30.00 ip.,-1.998,91.355,,,,,,
8603,01.15.21 klo 05.00.00 ip.,-2.470,94.896,,,,,,
8604,01.15.21 klo 05.30.00 ip.,-2.126,93.602,,,,,,
8605,01.15.21 klo 06.00.00 ip.,-2.126,92.186,,,,,,
8606,01.15.21 klo 06.30.00 ip.,-1.826,86.667,,,,,,
8607,01.15.21 klo 07.00.00 ip.,-2.212,89.182,,,,,,
8608,01.15.21 klo 07.30.00 ip.,-2.298,91.038,,,,,,
8609,01.15.21 klo 08.00.00 ip.,-2.555,93.626,,,,,,
8610,01.15.21 klo 08.30.00 ip.,-2.727,93.602,,,,,,
8611,01.15.21 klo 09.00.00 ip.,-3.027,95.287,,,,,,
8612,01.15.21 klo 09.30.00 ip.,-2.598,91.941,,,,,,
8613,01.15.21 klo 10.00.00 ip.,-2.427,88.083,,,,,,
8614,01.15.21 klo 10.30.00 ip.,-2.899,91.624,,,,,,
8615,01.15.21 klo 11.00.00 ip.,-3.113,93.407,,,,,,
8616,01.15.21 klo 11.30.00 ip.,-3.585,98.095,,,,,,
8617,01.16.21 klo 12.00.00 ap.,-3.070,92.747,,,,,,
8618,01.16.21 klo 12.30.00 ap.,-2.856,91.868,,,,,,
8619,01.16.21 klo 01.00.00 ap.,-3.499,93.529,,,,,,
8620,01.16.21 klo 01.30.00 ap.,-4.057,96.068,,,,,,
8621,01.16.21 klo 02.00.00 ap.,-3.799,96.239,,,,,,
8622,01.16.21 klo 02.30.00 ap.,-4.615,95.971,,,,,,
8623,01.16.21 klo 03.00.00 ap.,-6.802,98.217,,,,,,
8624,01.16.21 klo 03.30.00 ap.,-3.928,95.189,,,,,,
8625,01.16.21 klo 04.00.00 ap.,-5.215,93.846,,,,,,
8626,01.16.21 klo 04.30.00 ap.,-4.057,92.015,,,,,,
8627,01.16.21 klo 05.00.00 ap.,-3.370,89.646,,,,,,
8628,01.16.21 klo 05.30.00 ap.,-2.856,88.840,,,,,,
8629,01.16.21 klo 06.00.00 ap.,-4.143,92.332,,,,,,
8630,01.16.21 klo 06.30.00 ap.,-4.186,90.989,,,,,,
8631,01.16.21 klo 07.00.00 ap.,-3.757,87.961,,,,,,
8632,01.16.21 klo 07.30.00 ap.,-4.572,93.382,,,,,,
8633,01.16.21 klo 08.00.00 ap.,-4.100,91.404,,,,,,
8634,01.16.21 klo 08.30.00 ap.,-5.515,95.433,,,,,,
8635,01.16.21 klo 09.00.00 ap.,-4.357,90.672,,,,,,
8636,01.16.21 klo 09.30.00 ap.,-4.829,92.991,,,,,,
8637,01.16.21 klo 10.00.00 ap.,-6.502,91.697,,,,,,
8638,01.16.21 klo 10.30.00 ap.,-5.086,92.576,,,,,,
8639,01.16.21 klo 11.00.00 ap.,-3.971,90.623,,,,,,
8640,01.16.21 klo 11.30.00 ap.,-3.285,88.376,,,,,,
8641,01.16.21 klo 12.00.00 ip.,-5.258,89.988,,,,,,
8642,01.16.21 klo 12.30.00 ip.,-4.357,90.720,,,,,,
8643,01.16.21 klo 01.00.00 ip.,-4.529,89.646,,,,,,
8644,01.16.21 klo 01.30.00 ip.,-3.070,88.523,,,,,,
8645,01.16.21 klo 02.00.00 ip.,-3.413,93.236,,,,,,
8646,01.16.21 klo 02.30.00 ip.,-3.113,94.017,,,,,,
8647,01.16.21 klo 03.00.00 ip.,-3.542,95.800,,,,,,
8648,01.16.21 klo 03.30.00 ip.,-4.486,97.118,,,,,,
8649,01.16.21 klo 04.00.00 ip.,-3.842,97.680,,,,,,
8650,01.16.21 klo 04.30.00 ip.,-3.113,95.678,,,,,,
8651,01.16.21 klo 05.00.00 ip.,-3.285,96.166,,,,,,
8652,01.16.21 klo 05.30.00 ip.,-2.941,94.945,,,,,,
8653,01.16.21 klo 06.00.00 ip.,-2.813,93.480,,,,,,
8654,01.16.21 klo 06.30.00 ip.,-3.499,96.777,,,,,,
8655,01.16.21 klo 07.00.00 ip.,-2.041,89.255,,,,,,
8656,01.16.21 klo 07.30.00 ip.,-2.341,94.432,,,,,,
8657,01.16.21 klo 08.00.00 ip.,-2.813,96.557,,,,,,
8658,01.16.21 klo 08.30.00 ip.,-3.413,97.314,,,,,,
8659,01.16.21 klo 09.00.00 ip.,-3.156,98.559,,,,,,
8660,01.16.21 klo 09.30.00 ip.,-3.585,94.188,,,,,,
8661,01.16.21 klo 10.00.00 ip.,-3.370,94.847,,,,,,
8662,01.16.21 klo 10.30.00 ip.,-4.400,100.000,,,,,,
8663,01.16.21 klo 11.00.00 ip.,-4.143,100.000,,,,,,
8664,01.16.21 klo 11.30.00 ip.,-5.001,100.000,,,,,,
8665,01.17.21 klo 12.00.00 ap.,-5.902,96.996,,,,,,
8666,01.17.21 klo 12.30.00 ap.,-3.585,99.634,,,,,,
8667,01.17.21 klo 01.00.00 ap.,-3.585,98.071,,,,,,
8668,01.17.21 klo 01.30.00 ap.,-3.885,97.118,,,,,,
8669,01.17.21 klo 02.00.00 ap.,-4.615,99.341,,,,,,
8670,01.17.21 klo 02.30.00 ap.,-3.156,97.729,,,,,,
8671,01.17.21 klo 03.00.00 ap.,-4.572,95.531,,,,,,
8672,01.17.21 klo 03.30.00 ap.,-5.215,98.120,,,,,,
8673,01.17.21 klo 04.00.00 ap.,-6.159,94.115,,,,,,
8674,01.17.21 klo 04.30.00 ap.,-6.245,89.866,,,,,,
8675,01.17.21 klo 05.00.00 ap.,-6.760,96.068,,,,,,
8676,01.17.21 klo 05.30.00 ap.,-7.231,95.116,,,,,,
8677,01.17.21 klo 06.00.00 ap.,-5.387,95.946,,,,,,
8678,01.17.21 klo 06.30.00 ap.,-6.674,98.608,,,,,,
8679,01.17.21 klo 07.00.00 ap.,-7.575,94.994,,,,,,
8680,01.17.21 klo 07.30.00 ap.,-7.489,92.357,,,,,,
8681,01.17.21 klo 08.00.00 ap.,-7.103,92.845,,,,,,
8682,01.17.21 klo 08.30.00 ap.,-7.060,92.405,,,,,,
8683,01.17.21 klo 09.00.00 ap.,-7.532,94.847,,,,,,
8684,01.17.21 klo 09.30.00 ap.,-7.575,95.214,,,,,,
8685,01.17.21 klo 10.00.00 ap.,-7.918,94.603,,,,,,
8686,01.17.21 klo 10.30.00 ap.,-8.261,96.020,,,,,,
8687,01.17.21 klo 11.00.00 ap.,-7.789,95.726,,,,,,
8688,01.17.21 klo 11.30.00 ap.,-7.532,99.951,,,,,,
8689,01.17.21 klo 12.00.00 ip.,-8.218,95.580,,,,,,
8690,01.17.21 klo 12.30.00 ip.,-9.205,95.092,,,,,,
8691,01.17.21 klo 01.00.00 ip.,-8.905,93.797,,,,,,
8692,01.17.21 klo 01.30.00 ip.,-8.733,94.261,,,,,,
8693,01.17.21 klo 02.00.00 ip.,-8.390,96.044,,,,,,
8694,01.17.21 klo 02.30.00 ip.,-8.990,97.802,,,,,,
8695,01.17.21 klo 03.00.00 ip.,-8.862,97.241,,,,,,
8696,01.17.21 klo 03.30.00 ip.,-9.634,96.068,,,,,,
8697,01.17.21 klo 04.00.00 ip.,-9.677,100.000,,,,,,
8698,01.17.21 klo 04.30.00 ip.,-11.522,93.993,,,,,,
8699,01.17.21 klo 05.00.00 ip.,-11.093,97.485,,,,,,
8700,01.17.21 klo 05.30.00 ip.,-11.093,95.775,,,,,,
8701,01.17.21 klo 06.00.00 ip.,-11.093,98.901,,,,,,
8702,01.17.21 klo 06.30.00 ip.,-11.007,99.170,,,,,,
8703,01.17.21 klo 07.00.00 ip.,-10.878,95.751,,,,,,
8704,01.17.21 klo 07.30.00 ip.,-10.878,97.094,,,,,,
8705,01.17.21 klo 08.00.00 ip.,-10.878,93.748,,,,,,
8706,01.17.21 klo 08.30.00 ip.,-11.050,93.871,,,,,,
8707,01.17.21 klo 09.00.00 ip.,-9.934,98.608,,,,,,
8708,01.17.21 klo 09.30.00 ip.,-10.535,95.873,,,,,,
8709,01.17.21 klo 10.00.00 ip.,-10.835,94.628,,,,,,
8710,01.17.21 klo 10.30.00 ip.,-10.664,95.653,,,,,,
8711,01.17.21 klo 11.00.00 ip.,-10.749,96.557,,,,,,
8712,01.17.21 klo 11.30.00 ip.,-11.736,95.678,,,,,,
8713,01.18.21 klo 12.00.00 ap.,-10.706,97.021,,,,,,
8714,01.18.21 klo 12.30.00 ap.,-11.993,96.996,,,,,,
8715,01.18.21 klo 01.00.00 ap.,-11.908,94.066,,,,,,
8716,01.18.21 klo 01.30.00 ap.,-11.779,95.531,,,,,,
8717,01.18.21 klo 02.00.00 ap.,-11.436,95.946,,,,,,
8718,01.18.21 klo 02.30.00 ap.,-11.093,97.167,,,,,,
8719,01.18.21 klo 03.00.00 ap.,-11.307,98.022,,,,,,
8720,01.18.21 klo 03.30.00 ap.,-11.607,97.411,,,,,,
8721,01.18.21 klo 04.00.00 ap.,-11.951,95.726,,,,,,
8722,01.18.21 klo 04.30.00 ap.,-10.964,94.530,,,,,,
8723,01.18.21 klo 05.00.00 ap.,-11.607,94.896,,,,,,
8724,01.18.21 klo 05.30.00 ap.,-11.350,92.308,,,,,,
8725,01.18.21 klo 06.00.00 ap.,-11.178,95.482,,,,,,
8726,01.18.21 klo 06.30.00 ap.,-11.693,95.726,,,,,,
8727,01.18.21 klo 07.00.00 ap.,-11.135,97.827,,,,,,
8728,01.18.21 klo 07.30.00 ap.,-11.093,99.243,,,,,,
8729,01.18.21 klo 08.00.00 ap.,-12.766,95.922,,,,,,
8730,01.18.21 klo 08.30.00 ap.,-11.264,93.529,,,,,,
8731,01.18.21 klo 09.00.00 ap.,-11.050,93.089,,,,,,
8732,01.18.21 klo 09.30.00 ap.,-10.192,94.652,,,,,,
8733,01.18.21 klo 10.00.00 ap.,-8.261,99.145,,,,,,
8734,01.18.21 klo 10.30.00 ap.,-7.703,95.458,,,,,,
8735,01.18.21 klo 11.00.00 ap.,-6.588,97.949,,,,,,
8736,01.18.21 klo 11.30.00 ap.,-6.631,95.800,,,,,,
8737,01.18.21 klo 12.00.00 ip.,-6.459,97.485,,,,,,
8738,01.18.21 klo 12.30.00 ip.,-6.073,97.485,,,,,,
8739,01.18.21 klo 01.00.00 ip.,-6.459,98.046,,,,,,
8740,01.18.21 klo 01.30.00 ip.,-6.416,97.509,,,,,,
8741,01.18.21 klo 02.00.00 ip.,-6.545,96.777,,,,,,
8742,01.18.21 klo 02.30.00 ip.,-6.674,95.775,,,,,,
8743,01.18.21 klo 03.00.00 ip.,-7.618,99.170,,,,,,
8744,01.18.21 klo 03.30.00 ip.,-5.601,98.803,,,,,,
8745,01.18.21 klo 04.00.00 ip.,-7.103,94.432,,,,,,
8746,01.18.21 klo 04.30.00 ip.,-6.331,97.949,,,,,,
8747,01.18.21 klo 05.00.00 ip.,-8.433,91.062,,,,,,
8748,01.18.21 klo 05.30.00 ip.,-8.218,100.000,,,,,,
8749,01.18.21 klo 06.00.00 ip.,-8.862,96.606,,,,,,
8750,01.18.21 klo 06.30.00 ip.,-6.674,94.017,,,,,,
8751,01.18.21 klo 07.00.00 ip.,-8.004,95.653,,,,,,
8752,01.18.21 klo 07.30.00 ip.,-7.660,94.896,,,,,,
8753,01.18.21 klo 08.00.00 ip.,-7.532,94.799,,,,,,
8754,01.18.21 klo 08.30.00 ip.,-6.202,97.900,,,,,,
8755,01.18.21 klo 09.00.00 ip.,-7.446,97.143,,,,,,
8756,01.18.21 klo 09.30.00 ip.,-7.446,94.921,,,,,,
8757,01.18.21 klo 10.00.00 ip.,-7.961,98.413,,,,,,
8758,01.18.21 klo 10.30.00 ip.,-9.891,98.706,,,,,,
8759,01.18.21 klo 11.00.00 ip.,-8.175,97.387,,,,,,
8760,01.18.21 klo 11.30.00 ip.,-9.205,98.437,,,,,,
8761,01.19.21 klo 12.00.00 ap.,-6.974,94.554,,,,,,
8762,01.19.21 klo 12.30.00 ap.,-9.419,96.899,,,,,,
8763,01.19.21 klo 01.00.00 ap.,-9.934,96.947,,,,,,
8764,01.19.21 klo 01.30.00 ap.,-9.977,94.554,,,,,,
8765,01.19.21 klo 02.00.00 ap.,-10.878,96.752,,,,,,
8766,01.19.21 klo 02.30.00 ap.,-11.007,91.062,,,,,,
8767,01.19.21 klo 03.00.00 ap.,-12.380,96.020,,,,,,
8768,01.19.21 klo 03.30.00 ap.,-13.152,97.827,,,,,,
8769,01.19.21 klo 04.00.00 ap.,-12.851,91.038,,,,,,
8770,01.19.21 klo 04.30.00 ap.,-12.251,95.458,,,,,,
8771,01.19.21 klo 05.00.00 ap.,-12.508,91.111,,,,,,
8772,01.19.21 klo 05.30.00 ap.,-10.878,94.432,,,,,,
8773,01.19.21 klo 06.00.00 ap.,-10.063,96.630,,,,,,
8774,01.19.21 klo 06.30.00 ap.,-9.505,88.034,,,,,,
8775,01.19.21 klo 07.00.00 ap.,-11.736,90.867,,,,,,
8776,01.19.21 klo 07.30.00 ap.,-14.181,94.896,,,,,,
8777,01.19.21 klo 08.00.00 ap.,-12.851,90.916,,,,,,
8778,01.19.21 klo 08.30.00 ap.,-13.495,97.534,,,,,,
8779,01.19.21 klo 09.00.00 ap.,-11.822,95.653,,,,,,
8780,01.19.21 klo 09.30.00 ap.,-12.165,95.531,,,,,,
8781,01.19.21 klo 10.00.00 ap.,-12.637,95.336,,,,,,
8782,01.19.21 klo 10.30.00 ap.,-11.951,97.460,,,,,,
8783,01.19.21 klo 11.00.00 ap.,-12.208,91.526,,,,,,
8784,01.19.21 klo 11.30.00 ap.,-11.093,93.773,,,,,,
8785,01.19.21 klo 12.00.00 ip.,-10.921,93.236,,,,,,
8786,01.19.21 klo 12.30.00 ip.,-11.607,90.427,,,,,,
8787,01.19.21 klo 01.00.00 ip.,-11.865,90.330,,,,,,
8788,01.19.21 klo 01.30.00 ip.,-12.465,89.011,,,,,,
8789,01.19.21 klo 02.00.00 ip.,-12.637,91.722,,,,,,
8790,01.19.21 klo 02.30.00 ip.,-11.264,91.404,,,,,,
8791,01.19.21 klo 03.00.00 ip.,-9.205,90.940,,,,,,
8792,01.19.21 klo 03.30.00 ip.,-9.162,92.137,,,,,,
8793,01.19.21 klo 04.00.00 ip.,-8.990,92.479,,,,,,
8794,01.19.21 klo 04.30.00 ip.,-8.733,91.600,,,,,,
8795,01.19.21 klo 05.00.00 ip.,-8.690,91.819,,,,,,
8796,01.19.21 klo 05.30.00 ip.,-8.776,90.525,,,,,,
8797,01.19.21 klo 06.00.00 ip.,-9.248,92.845,,,,,,
8798,01.19.21 klo 06.30.00 ip.,-9.505,93.529,,,,,,
8799,01.19.21 klo 07.00.00 ip.,-9.419,94.164,,,,,,
8800,01.19.21 klo 07.30.00 ip.,-9.076,93.993,,,,,,
8801,01.19.21 klo 08.00.00 ip.,-9.162,92.405,,,,,,
8802,01.19.21 klo 08.30.00 ip.,-9.162,93.358,,,,,,
8803,01.19.21 klo 09.00.00 ip.,-9.076,93.260,,,,,,
8804,01.19.21 klo 09.30.00 ip.,-9.462,93.504,,,,,,
8805,01.19.21 klo 10.00.00 ip.,-9.334,90.989,,,,,,
8806,01.19.21 klo 10.30.00 ip.,-9.505,92.039,,,,,,
8807,01.19.21 klo 11.00.00 ip.,-9.462,92.210,,,,,,
8808,01.19.21 klo 11.30.00 ip.,-9.677,92.430,,,,,,
8809,01.20.21 klo 12.00.00 ap.,-10.020,92.601,,,,,,
8810,01.20.21 klo 12.30.00 ap.,-10.277,91.990,,,,,,
8811,01.20.21 klo 01.00.00 ap.,-10.578,92.527,,,,,,
8812,01.20.21 klo 01.30.00 ap.,-11.779,93.504,,,,,,
8813,01.20.21 klo 02.00.00 ap.,-12.637,92.698,,,,,,
8814,01.20.21 klo 02.30.00 ap.,-13.581,91.697,,,,,,
8815,01.20.21 klo 03.00.00 ap.,-13.409,92.454,,,,,,
8816,01.20.21 klo 03.30.00 ap.,-14.439,91.819,,,,,,
8817,01.20.21 klo 04.00.00 ap.,-13.581,92.259,,,,,,
8818,01.20.21 klo 04.30.00 ap.,-13.624,91.844,,,,,,
8819,01.20.21 klo 05.00.00 ap.,-13.109,91.380,,,,,,
8820,01.20.21 klo 05.30.00 ap.,-13.366,92.137,,,,,,
8821,01.20.21 klo 06.00.00 ap.,-13.452,91.600,,,,,,
8822,01.20.21 klo 06.30.00 ap.,-13.323,90.232,,,,,,
8823,01.20.21 klo 07.00.00 ap.,-13.238,90.794,,,,,,
8824,01.20.21 klo 07.30.00 ap.,-13.195,90.501,,,,,,
8825,01.20.21 klo 08.00.00 ap.,-12.465,90.525,,,,,,
8826,01.20.21 klo 08.30.00 ap.,-12.551,90.379,,,,,,
8827,01.20.21 klo 09.00.00 ap.,-12.465,90.476,,,,,,
8828,01.20.21 klo 09.30.00 ap.,-12.337,89.499,,,,,,
8829,01.20.21 klo 10.00.00 ap.,-12.422,91.355,,,,,,
8830,01.20.21 klo 10.30.00 ap.,-12.165,91.062,,,,,,
8831,01.20.21 klo 11.00.00 ap.,-12.551,90.818,,,,,,
8832,01.20.21 klo 11.30.00 ap.,-12.894,90.818,,,,,,
8833,01.20.21 klo 12.00.00 ip.,-12.851,91.209,,,,,,
8834,01.20.21 klo 12.30.00 ip.,-12.465,91.575,,,,,,
8835,01.20.21 klo 01.00.00 ip.,-13.023,90.720,,,,,,
8836,01.20.21 klo 01.30.00 ip.,-13.152,90.354,,,,,,
8837,01.20.21 klo 02.00.00 ip.,-12.766,89.915,,,,,,
8838,01.20.21 klo 02.30.00 ip.,-12.766,89.573,,,,,,
8839,01.20.21 klo 03.00.00 ip.,-13.152,89.328,,,,,,
8840,01.20.21 klo 03.30.00 ip.,-13.366,89.426,,,,,,
8841,01.20.21 klo 04.00.00 ip.,-13.538,89.475,,,,,,
8842,01.20.21 klo 04.30.00 ip.,-13.452,88.791,,,,,,
8843,01.20.21 klo 05.00.00 ip.,-13.409,88.498,,,,,,
8844,01.20.21 klo 05.30.00 ip.,-13.323,88.498,,,,,,
8845,01.20.21 klo 06.00.00 ip.,-13.366,88.694,,,,,,
8846,01.20.21 klo 06.30.00 ip.,-13.280,88.303,,,,,,
8847,01.20.21 klo 07.00.00 ip.,-13.452,88.230,,,,,,
8848,01.20.21 klo 07.30.00 ip.,-13.409,88.132,,,,,,
8849,01.20.21 klo 08.00.00 ip.,-13.066,87.595,,,,,,
8850,01.20.21 klo 08.30.00 ip.,-13.409,88.327,,,,,,
8851,01.20.21 klo 09.00.00 ip.,-13.667,87.912,,,,,,
8852,01.20.21 klo 09.30.00 ip.,-13.624,88.278,,,,,,
8853,01.20.21 klo 10.00.00 ip.,-13.238,88.498,,,,,,
8854,01.20.21 klo 10.30.00 ip.,-13.624,87.961,,,,,,
8855,01.20.21 klo 11.00.00 ip.,-13.881,88.523,,,,,,
8856,01.20.21 klo 11.30.00 ip.,-14.053,88.987,,,,,,
8857,01.21.21 klo 12.00.00 ap.,-14.310,89.182,,,,,,
8858,01.21.21 klo 12.30.00 ap.,-14.396,88.742,,,,,,
8859,01.21.21 klo 01.00.00 ap.,-14.138,88.083,,,,,,
8860,01.21.21 klo 01.30.00 ap.,-14.610,89.011,,,,,,
8861,01.21.21 klo 02.00.00 ap.,-14.825,88.376,,,,,,
8862,01.21.21 klo 02.30.00 ap.,-14.439,88.645,,,,,,
8863,01.21.21 klo 03.00.00 ap.,-14.096,88.230,,,,,,
8864,01.21.21 klo 03.30.00 ap.,-14.053,88.620,,,,,,
8865,01.21.21 klo 04.00.00 ap.,-14.739,89.035,,,,,,
8866,01.21.21 klo 04.30.00 ap.,-15.125,88.132,,,,,,
8867,01.21.21 klo 05.00.00 ap.,-15.082,87.253,,,,,,
8868,01.21.21 klo 05.30.00 ap.,-15.383,87.253,,,,,,
8869,01.21.21 klo 06.00.00 ap.,-16.026,87.253,,,,,,
8870,01.21.21 klo 06.30.00 ap.,-16.198,88.352,,,,,,
8871,01.21.21 klo 07.00.00 ap.,-16.841,87.106,,,,,,
8872,01.21.21 klo 07.30.00 ap.,-16.326,87.888,,,,,,
8873,01.21.21 klo 08.00.00 ap.,-16.712,87.888,,,,,,
8874,01.21.21 klo 08.30.00 ap.,-16.584,87.082,,,,,,
8875,01.21.21 klo 09.00.00 ap.,-17.056,86.740,,,,,,
8876,01.21.21 klo 09.30.00 ap.,-17.056,87.302,,,,,,
8877,01.21.21 klo 10.00.00 ap.,-17.013,87.399,,,,,,
8878,01.21.21 klo 10.30.00 ap.,-17.914,87.179,,,,,,
8879,01.21.21 klo 11.00.00 ap.,-17.399,86.935,,,,,,
8880,01.21.21 klo 11.30.00 ap.,-17.528,86.520,,,,,,
8881,01.21.21 klo 12.00.00 ip.,-17.356,86.520,,,,,,
8882,01.21.21 klo 12.30.00 ip.,-16.927,85.983,,,,,,
8883,01.21.21 klo 01.00.00 ip.,-16.927,86.325,,,,,,
8884,01.21.21 klo 01.30.00 ip.,-16.798,87.179,,,,,,
8885,01.21.21 klo 02.00.00 ip.,-16.455,86.935,,,,,,
8886,01.21.21 klo 02.30.00 ip.,-17.013,86.129,,,,,,
8887,01.21.21 klo 03.00.00 ip.,-16.970,87.302,,,,,,
8888,01.21.21 klo 03.30.00 ip.,-16.498,87.643,,,,,,
8889,01.21.21 klo 04.00.00 ip.,-16.241,88.181,,,,,,
8890,01.21.21 klo 04.30.00 ip.,-16.026,88.327,,,,,,
8891,01.21.21 klo 05.00.00 ip.,-15.983,88.010,,,,,,
8892,01.21.21 klo 05.30.00 ip.,-16.069,87.717,,,,,,
8893,01.21.21 klo 06.00.00 ip.,-15.983,88.352,,,,,,
8894,01.21.21 klo 06.30.00 ip.,-17.528,87.546,,,,,,
8895,01.21.21 klo 07.00.00 ip.,-17.699,89.377,,,,,,
8896,01.21.21 klo 07.30.00 ip.,-18.257,88.400,,,,,,
8897,01.21.21 klo 08.00.00 ip.,-17.957,88.840,,,,,,
8898,01.21.21 klo 08.30.00 ip.,-17.828,89.035,,,,,,
8899,01.21.21 klo 09.00.00 ip.,-17.141,89.158,,,,,,
8900,01.21.21 klo 09.30.00 ip.,-17.099,89.670,,,,,,
8901,01.21.21 klo 10.00.00 ip.,-16.884,90.232,,,,,,
8902,01.21.21 klo 10.30.00 ip.,-17.141,89.402,,,,,,
8903,01.21.21 klo 11.00.00 ip.,-16.841,89.866,,,,,,
8904,01.21.21 klo 11.30.00 ip.,-17.270,89.280,,,,,,
