"Plot Title:  20849260"
"#","Date Time, GMT+03:00","Temp, °C (LGR S/N: 20849260, SEN S/N: 20849260, LBL: AT)","RH, % (LGR S/N: 20849260, SEN S/N: 20849260, LBL: RH)","Coupler Detached (LGR S/N: 20849260)","Bad Battery (LGR S/N: 20849260)","Coupler Attached (LGR S/N: 20849260)","Host Connected (LGR S/N: 20849260)","Stopped (LGR S/N: 20849260)","End Of File (LGR S/N: 20849260)"
5216,11.06.20 klo 03.30.00 ap.,-0.582,92.283,,,,,,
5217,11.06.20 klo 04.00.00 ap.,-0.625,90.085,,,,,,
5218,11.06.20 klo 04.30.00 ap.,-0.410,83.712,,,,,,
5219,11.06.20 klo 05.00.00 ap.,-0.282,82.051,,,,,,
5220,11.06.20 klo 05.30.00 ap.,-0.754,89.011,,,,,,
5221,11.06.20 klo 06.00.00 ap.,-0.796,86.129,,,,,,
5222,11.06.20 klo 06.30.00 ap.,-0.453,84.322,,,,,,
5223,11.06.20 klo 07.00.00 ap.,-0.196,84.908,,,,,,
5224,11.06.20 klo 07.30.00 ap.,-0.668,88.034,,,,,,
5225,11.06.20 klo 08.00.00 ap.,-0.711,90.208,,,,,,
5226,11.06.20 klo 08.30.00 ap.,-0.196,85.958,,,,,,
5227,11.06.20 klo 09.00.00 ap.,0.619,83.956,,,,,,
5228,11.06.20 klo 09.30.00 ap.,0.062,88.987,,,,,,
5229,11.06.20 klo 10.00.00 ap.,0.147,88.010,,,,,,
5230,11.06.20 klo 10.30.00 ap.,0.062,87.253,,,,,,
5231,11.06.20 klo 11.00.00 ap.,0.962,83.394,,,,,,
5232,11.06.20 klo 11.30.00 ap.,0.748,86.252,,,,,,
5233,11.06.20 klo 12.00.00 ip.,1.563,82.051,,,,,,
5234,11.06.20 klo 12.30.00 ip.,1.520,83.834,,,,,,
5235,11.06.20 klo 01.00.00 ip.,1.349,90.867,,,,,,
5236,11.06.20 klo 01.30.00 ip.,1.949,92.576,,,,,,
5237,11.06.20 klo 02.00.00 ip.,2.035,93.260,,,,,,
5238,11.06.20 klo 02.30.00 ip.,2.636,91.087,,,,,,
5239,11.06.20 klo 03.00.00 ip.,2.550,88.449,,,,,,
5240,11.06.20 klo 03.30.00 ip.,2.078,89.597,,,,,,
5241,11.06.20 klo 04.00.00 ip.,0.877,96.484,,,,,,
5242,11.06.20 klo 04.30.00 ip.,0.405,99.365,,,,,,
5243,11.06.20 klo 05.00.00 ip.,0.533,97.338,,,,,,
5244,11.06.20 klo 05.30.00 ip.,0.405,98.510,,,,,,
5245,11.06.20 klo 06.00.00 ip.,-0.067,100.000,,,,,,
5246,11.06.20 klo 06.30.00 ip.,-0.239,99.365,,,,,,
5247,11.06.20 klo 07.00.00 ip.,-0.239,100.000,,,,,,
5248,11.06.20 klo 07.30.00 ip.,-0.239,100.000,,,,,,
5249,11.06.20 klo 08.00.00 ip.,-0.153,100.000,,,,,,
5250,11.06.20 klo 08.30.00 ip.,-0.325,100.000,,,,,,
5251,11.06.20 klo 09.00.00 ip.,0.104,97.973,,,,,,
5252,11.06.20 klo 09.30.00 ip.,-0.024,97.045,,,,,,
5253,11.06.20 klo 10.00.00 ip.,-0.239,96.703,,,,,,
5254,11.06.20 klo 10.30.00 ip.,-0.410,98.779,,,,,,
5255,11.06.20 klo 11.00.00 ip.,-0.239,89.499,,,,,,
5256,11.06.20 klo 11.30.00 ip.,-0.282,96.996,,,,,,
5257,11.07.20 klo 12.00.00 ap.,-0.282,96.581,,,,,,
5258,11.07.20 klo 12.30.00 ap.,-0.282,99.487,,,,,,
5259,11.07.20 klo 01.00.00 ap.,-0.539,100.000,,,,,,
5260,11.07.20 klo 01.30.00 ap.,-0.496,97.680,,,,,,
5261,11.07.20 klo 02.00.00 ap.,-0.410,99.463,,,,,,
5262,11.07.20 klo 02.30.00 ap.,-0.153,99.683,,,,,,
5263,11.07.20 klo 03.00.00 ap.,-0.067,97.387,,,,,,
5264,11.07.20 klo 03.30.00 ap.,-0.110,97.289,,,,,,
5265,11.07.20 klo 04.00.00 ap.,-0.453,100.000,,,,,,
5266,11.07.20 klo 04.30.00 ap.,-0.539,100.000,,,,,,
5267,11.07.20 klo 05.00.00 ap.,-1.011,98.413,,,,,,
5268,11.07.20 klo 05.30.00 ap.,-1.268,98.242,,,,,,
5269,11.07.20 klo 06.00.00 ap.,-1.097,97.558,,,,,,
5270,11.07.20 klo 06.30.00 ap.,-1.097,100.000,,,,,,
5271,11.07.20 klo 07.00.00 ap.,-0.839,100.000,,,,,,
5272,11.07.20 klo 07.30.00 ap.,-0.539,99.145,,,,,,
5273,11.07.20 klo 08.00.00 ap.,-0.496,98.608,,,,,,
5274,11.07.20 klo 08.30.00 ap.,-0.367,99.634,,,,,,
5275,11.07.20 klo 09.00.00 ap.,0.362,96.142,,,,,,
5276,11.07.20 klo 09.30.00 ap.,-0.067,100.000,,,,,,
5277,11.07.20 klo 10.00.00 ap.,-1.612,100.000,,,,,,
5278,11.07.20 klo 10.30.00 ap.,-1.654,99.731,,,,,,
5279,11.07.20 klo 11.00.00 ap.,-0.282,100.000,,,,,,
5280,11.07.20 klo 11.30.00 ap.,-0.282,100.000,,,,,,
5281,11.07.20 klo 12.00.00 ip.,-0.196,97.998,,,,,,
5282,11.07.20 klo 12.30.00 ip.,-0.196,95.751,,,,,,
5283,11.07.20 klo 01.00.00 ip.,-0.239,98.437,,,,,,
5284,11.07.20 klo 01.30.00 ip.,-0.410,92.894,,,,,,
5285,11.07.20 klo 02.00.00 ip.,-0.539,94.603,,,,,,
5286,11.07.20 klo 02.30.00 ip.,-1.483,89.573,,,,,,
5287,11.07.20 klo 03.00.00 ip.,-1.612,98.926,,,,,,
5288,11.07.20 klo 03.30.00 ip.,-1.697,94.847,,,,,,
5289,11.07.20 klo 04.00.00 ip.,-1.955,100.000,,,,,,
5290,11.07.20 klo 04.30.00 ip.,-1.569,98.046,,,,,,
5291,11.07.20 klo 05.00.00 ip.,-1.526,98.364,,,,,,
5292,11.07.20 klo 05.30.00 ip.,-2.169,94.505,,,,,,
5293,11.07.20 klo 06.00.00 ip.,-2.512,95.385,,,,,,
5294,11.07.20 klo 06.30.00 ip.,-2.427,92.625,,,,,,
5295,11.07.20 klo 07.00.00 ip.,-2.770,95.458,,,,,,
5296,11.07.20 klo 07.30.00 ip.,-3.070,96.801,,,,,,
5297,11.07.20 klo 08.00.00 ip.,-2.770,94.261,,,,,,
5298,11.07.20 klo 08.30.00 ip.,-2.941,95.824,,,,,,
5299,11.07.20 klo 09.00.00 ip.,-3.156,96.117,,,,,,
5300,11.07.20 klo 09.30.00 ip.,-2.770,91.941,,,,,,
5301,11.07.20 klo 10.00.00 ip.,-3.285,97.094,,,,,,
5302,11.07.20 klo 10.30.00 ip.,-3.242,96.801,,,,,,
5303,11.07.20 klo 11.00.00 ip.,-3.285,98.877,,,,,,
5304,11.07.20 klo 11.30.00 ip.,-3.242,94.505,,,,,,
5305,11.08.20 klo 12.00.00 ap.,-3.156,93.602,,,,,,
5306,11.08.20 klo 12.30.00 ap.,-3.199,95.263,,,,,,
5307,11.08.20 klo 01.00.00 ap.,-3.370,92.674,,,,,,
5308,11.08.20 klo 01.30.00 ap.,-3.413,94.628,,,,,,
5309,11.08.20 klo 02.00.00 ap.,-3.285,94.457,,,,,,
5310,11.08.20 klo 02.30.00 ap.,-3.285,93.895,,,,,,
5311,11.08.20 klo 03.00.00 ap.,-3.714,92.161,,,,,,
5312,11.08.20 klo 03.30.00 ap.,-3.585,88.694,,,,,,
5313,11.08.20 klo 04.00.00 ap.,-3.542,92.259,,,,,,
5314,11.08.20 klo 04.30.00 ap.,-3.628,87.888,,,,,,
5315,11.08.20 klo 05.00.00 ap.,-3.585,88.400,,,,,,
5316,11.08.20 klo 05.30.00 ap.,-3.370,84.615,,,,,,
5317,11.08.20 klo 06.00.00 ap.,-4.228,87.863,,,,,,
5318,11.08.20 klo 06.30.00 ap.,-3.928,88.034,,,,,,
5319,11.08.20 klo 07.00.00 ap.,-3.757,85.079,,,,,,
5320,11.08.20 klo 07.30.00 ap.,-3.885,86.349,,,,,,
5321,11.08.20 klo 08.00.00 ap.,-3.928,85.324,,,,,,
5322,11.08.20 klo 08.30.00 ap.,-3.413,84.518,,,,,,
5323,11.08.20 klo 09.00.00 ap.,-3.799,84.518,,,,,,
5324,11.08.20 klo 09.30.00 ap.,-3.714,84.225,,,,,,
5325,11.08.20 klo 10.00.00 ap.,-4.357,85.910,,,,,,
5326,11.08.20 klo 10.30.00 ap.,-4.443,85.470,,,,,,
5327,11.08.20 klo 11.00.00 ap.,-4.958,87.131,,,,,,
5328,11.08.20 klo 11.30.00 ap.,-3.328,88.352,,,,,,
5329,11.08.20 klo 12.00.00 ip.,-3.285,88.010,,,,,,
5330,11.08.20 klo 12.30.00 ip.,-3.156,86.935,,,,,,
5331,11.08.20 klo 01.00.00 ip.,-3.027,87.204,,,,,,
5332,11.08.20 klo 01.30.00 ip.,-3.456,80.220,,,,,,
5333,11.08.20 klo 02.00.00 ip.,-2.770,80.977,,,,,,
5334,11.08.20 klo 02.30.00 ip.,-2.684,83.883,,,,,,
5335,11.08.20 klo 03.00.00 ip.,-2.598,88.962,,,,,,
5336,11.08.20 klo 03.30.00 ip.,-3.499,91.697,,,,,,
5337,11.08.20 klo 04.00.00 ip.,-4.443,94.505,,,,,,
5338,11.08.20 klo 04.30.00 ip.,-4.400,97.338,,,,,,
5339,11.08.20 klo 05.00.00 ip.,-6.202,99.609,,,,,,
5340,11.08.20 klo 05.30.00 ip.,-4.572,100.000,,,,,,
5341,11.08.20 klo 06.00.00 ip.,-4.400,100.000,,,,,,
5342,11.08.20 klo 06.30.00 ip.,-3.799,97.070,,,,,,
5343,11.08.20 klo 07.00.00 ip.,-3.285,93.626,,,,,,
5344,11.08.20 klo 07.30.00 ip.,-3.070,94.921,,,,,,
5345,11.08.20 klo 08.00.00 ip.,-2.813,92.772,,,,,,
5346,11.08.20 klo 08.30.00 ip.,-2.427,90.965,,,,,,
5347,11.08.20 klo 09.00.00 ip.,-2.598,92.332,,,,,,
5348,11.08.20 klo 09.30.00 ip.,-2.126,90.867,,,,,,
5349,11.08.20 klo 10.00.00 ip.,-2.255,92.723,,,,,,
5350,11.08.20 klo 10.30.00 ip.,-2.169,89.377,,,,,,
5351,11.08.20 klo 11.00.00 ip.,-1.697,90.549,,,,,,
5352,11.08.20 klo 11.30.00 ip.,-1.054,88.352,,,,,,
5353,11.09.20 klo 12.00.00 ap.,-1.354,90.818,,,,,,
5354,11.09.20 klo 12.30.00 ap.,-0.754,97.851,,,,,,
5355,11.09.20 klo 01.00.00 ap.,-0.496,100.000,,,,,,
5356,11.09.20 klo 01.30.00 ap.,-1.569,100.000,,,,,,
5357,11.09.20 klo 02.00.00 ap.,-1.097,96.801,,,,,,
5358,11.09.20 klo 02.30.00 ap.,-1.225,100.000,,,,,,
5359,11.09.20 klo 03.00.00 ap.,-1.097,95.751,,,,,,
5360,11.09.20 klo 03.30.00 ap.,-1.354,98.828,,,,,,
5361,11.09.20 klo 04.00.00 ap.,-1.483,96.532,,,,,,
5362,11.09.20 klo 04.30.00 ap.,-1.268,93.309,,,,,,
5363,11.09.20 klo 05.00.00 ap.,-1.569,100.000,,,,,,
5364,11.09.20 klo 05.30.00 ap.,-1.225,92.112,,,,,,
5365,11.09.20 klo 06.00.00 ap.,-1.483,98.681,,,,,,
5366,11.09.20 klo 06.30.00 ap.,-1.483,99.072,,,,,,
5367,11.09.20 klo 07.00.00 ap.,-1.740,95.604,,,,,,
5368,11.09.20 klo 07.30.00 ap.,-1.740,93.358,,,,,,
5369,11.09.20 klo 08.00.00 ap.,-1.440,92.161,,,,,,
5370,11.09.20 klo 08.30.00 ap.,-1.440,93.724,,,,,,
5371,11.09.20 klo 09.00.00 ap.,-1.225,84.200,,,,,,
5372,11.09.20 klo 09.30.00 ap.,-1.912,90.574,,,,,,
5373,11.09.20 klo 10.00.00 ap.,-1.783,93.455,,,,,,
5374,11.09.20 klo 10.30.00 ap.,-2.041,93.138,,,,,,
5375,11.09.20 klo 11.00.00 ap.,-0.968,86.154,,,,,,
5376,11.09.20 klo 11.30.00 ap.,-0.754,88.083,,,,,,
5377,11.09.20 klo 12.00.00 ip.,-0.882,89.792,,,,,,
5378,11.09.20 klo 12.30.00 ip.,-1.054,91.306,,,,,,
5379,11.09.20 klo 01.00.00 ip.,-0.539,94.579,,,,,,
5380,11.09.20 klo 01.30.00 ip.,-0.325,95.702,,,,,,
5381,11.09.20 klo 02.00.00 ip.,-0.582,93.871,,,,,,
5382,11.09.20 klo 02.30.00 ip.,-1.526,93.455,,,,,,
5383,11.09.20 klo 03.00.00 ip.,-1.998,93.553,,,,,,
5384,11.09.20 klo 03.30.00 ip.,-2.255,90.647,,,,,,
5385,11.09.20 klo 04.00.00 ip.,-2.598,90.427,,,,,,
5386,11.09.20 klo 04.30.00 ip.,-3.070,89.158,,,,,,
5387,11.09.20 klo 05.00.00 ip.,-3.113,88.669,,,,,,
5388,11.09.20 klo 05.30.00 ip.,-3.156,87.985,,,,,,
5389,11.09.20 klo 06.00.00 ip.,-3.328,87.082,,,,,,
5390,11.09.20 klo 06.30.00 ip.,-3.199,87.350,,,,,,
5391,11.09.20 klo 07.00.00 ip.,-3.671,89.915,,,,,,
5392,11.09.20 klo 07.30.00 ip.,-3.842,91.868,,,,,,
5393,11.09.20 klo 08.00.00 ip.,-4.057,88.474,,,,,,
5394,11.09.20 klo 08.30.00 ip.,-3.971,86.642,,,,,,
5395,11.09.20 klo 09.00.00 ip.,-3.885,85.079,,,,,,
5396,11.09.20 klo 09.30.00 ip.,-4.228,85.665,,,,,,
5397,11.09.20 klo 10.00.00 ip.,-3.971,84.518,,,,,,
5398,11.09.20 klo 10.30.00 ip.,-4.228,84.493,,,,,,
5399,11.09.20 klo 11.00.00 ip.,-3.928,86.813,,,,,,
5400,11.09.20 klo 11.30.00 ip.,-3.885,87.302,,,,,,
5401,11.10.20 klo 12.00.00 ap.,-3.714,86.252,,,,,,
5402,11.10.20 klo 12.30.00 ap.,-3.714,87.741,,,,,,
5403,11.10.20 klo 01.00.00 ap.,-3.285,87.399,,,,,,
5404,11.10.20 klo 01.30.00 ap.,-3.542,88.278,,,,,,
5405,11.10.20 klo 02.00.00 ap.,-3.928,89.084,,,,,,
5406,11.10.20 klo 02.30.00 ap.,-4.186,90.256,,,,,,
5407,11.10.20 klo 03.00.00 ap.,-4.271,89.426,,,,,,
5408,11.10.20 klo 03.30.00 ap.,-4.100,87.521,,,,,,
5409,11.10.20 klo 04.00.00 ap.,-4.743,89.695,,,,,,
5410,11.10.20 klo 04.30.00 ap.,-3.757,87.326,,,,,,
5411,11.10.20 klo 05.00.00 ap.,-4.443,86.764,,,,,,
5412,11.10.20 klo 05.30.00 ap.,-4.743,85.739,,,,,,
5413,11.10.20 klo 06.00.00 ap.,-3.628,84.054,,,,,,
5414,11.10.20 klo 06.30.00 ap.,-3.757,85.958,,,,,,
5415,11.10.20 klo 07.00.00 ap.,-4.057,86.276,,,,,,
5416,11.10.20 klo 07.30.00 ap.,-3.757,85.299,,,,,,
5417,11.10.20 klo 08.00.00 ap.,-4.400,85.665,,,,,,
5418,11.10.20 klo 08.30.00 ap.,-4.915,89.377,,,,,,
5419,11.10.20 klo 09.00.00 ap.,-5.430,91.355,,,,,,
5420,11.10.20 klo 09.30.00 ap.,-6.073,92.137,,,,,,
5421,11.10.20 klo 10.00.00 ap.,-6.245,93.333,,,,,,
5422,11.10.20 klo 10.30.00 ap.,-5.773,89.133,,,,,,
5423,11.10.20 klo 11.00.00 ap.,-5.301,84.005,,,,,,
5424,11.10.20 klo 11.30.00 ap.,-6.717,88.791,,,,,,
5425,11.10.20 klo 12.00.00 ip.,-6.888,88.889,,,,,,
5426,11.10.20 klo 12.30.00 ip.,-6.588,85.226,,,,,,
5427,11.10.20 klo 01.00.00 ip.,-6.545,89.597,,,,,,
5428,11.10.20 klo 01.30.00 ip.,-6.416,85.910,,,,,,
5429,11.10.20 klo 02.00.00 ip.,-6.631,89.573,,,,,,
5430,11.10.20 klo 02.30.00 ip.,-7.360,90.891,,,,,,
5431,11.10.20 klo 03.00.00 ip.,-7.789,91.306,,,,,,
5432,11.10.20 klo 03.30.00 ip.,-6.631,91.673,,,,,,
5433,11.10.20 klo 04.00.00 ip.,-6.030,93.065,,,,,,
5434,11.10.20 klo 04.30.00 ip.,-6.373,92.283,,,,,,
5435,11.10.20 klo 05.00.00 ip.,-6.802,91.648,,,,,,
5436,11.10.20 klo 05.30.00 ip.,-5.902,92.381,,,,,,
5437,11.10.20 klo 06.00.00 ip.,-6.331,90.110,,,,,,
5438,11.10.20 klo 06.30.00 ip.,-6.674,92.479,,,,,,
5439,11.10.20 klo 07.00.00 ip.,-6.802,93.284,,,,,,
5440,11.10.20 klo 07.30.00 ip.,-6.331,88.718,,,,,,
5441,11.10.20 klo 08.00.00 ip.,-6.288,89.158,,,,,,
5442,11.10.20 klo 08.30.00 ip.,-6.202,89.353,,,,,,
5443,11.10.20 klo 09.00.00 ip.,-5.644,85.788,,,,,,
5444,11.10.20 klo 09.30.00 ip.,-4.958,84.322,,,,,,
5445,11.10.20 klo 10.00.00 ip.,-5.258,83.712,,,,,,
5446,11.10.20 klo 10.30.00 ip.,-5.430,83.932,,,,,,
5447,11.10.20 klo 11.00.00 ip.,-6.245,88.547,,,,,,
5448,11.10.20 klo 11.30.00 ip.,-5.859,86.618,,,,,,
5449,11.11.20 klo 12.00.00 ap.,-5.601,84.640,,,,,,
5450,11.11.20 klo 12.30.00 ap.,-6.974,88.742,,,,,,
5451,11.11.20 klo 01.00.00 ap.,-6.373,84.420,,,,,,
5452,11.11.20 klo 01.30.00 ap.,-6.588,86.862,,,,,,
5453,11.11.20 klo 02.00.00 ap.,-6.888,86.325,,,,,,
5454,11.11.20 klo 02.30.00 ap.,-6.202,81.563,,,,,,
5455,11.11.20 klo 03.00.00 ap.,-6.288,81.612,,,,,,
5456,11.11.20 klo 03.30.00 ap.,-6.974,82.540,,,,,,
5457,11.11.20 klo 04.00.00 ap.,-7.875,91.746,,,,,,
5458,11.11.20 klo 04.30.00 ap.,-8.733,93.040,,,,,,
5459,11.11.20 klo 05.00.00 ap.,-7.875,91.355,,,,,,
5460,11.11.20 klo 05.30.00 ap.,-7.660,90.452,,,,,,
5461,11.11.20 klo 06.00.00 ap.,-7.703,89.158,,,,,,
5462,11.11.20 klo 06.30.00 ap.,-7.403,87.766,,,,,,
5463,11.11.20 klo 07.00.00 ap.,-6.888,84.811,,,,,,
5464,11.11.20 klo 07.30.00 ap.,-6.931,90.720,,,,,,
5465,11.11.20 klo 08.00.00 ap.,-6.116,87.399,,,,,,
5466,11.11.20 klo 08.30.00 ap.,-7.360,86.618,,,,,,
5467,11.11.20 klo 09.00.00 ap.,-5.902,83.858,,,,,,
5468,11.11.20 klo 09.30.00 ap.,-3.285,74.530,,,,,,
5469,11.11.20 klo 10.00.00 ap.,-4.400,81.514,,,,,,
5470,11.11.20 klo 10.30.00 ap.,-3.413,82.369,,,,,,
5471,11.11.20 klo 11.00.00 ap.,-2.555,84.005,,,,,,
5472,11.11.20 klo 11.30.00 ap.,-5.301,84.200,,,,,,
5473,11.11.20 klo 12.00.00 ip.,-3.113,80.464,,,,,,
5474,11.11.20 klo 12.30.00 ip.,-3.070,86.129,,,,,,
5475,11.11.20 klo 01.00.00 ip.,-0.625,80.000,,,,,,
5476,11.11.20 klo 01.30.00 ip.,-1.869,83.346,,,,,,
5477,11.11.20 klo 02.00.00 ip.,-1.183,90.085,,,,,,
5478,11.11.20 klo 02.30.00 ip.,-2.298,86.691,,,,,,
5479,11.11.20 klo 03.00.00 ip.,-2.470,85.324,,,,,,
5480,11.11.20 klo 03.30.00 ip.,-1.054,95.482,,,,,,
5481,11.11.20 klo 04.00.00 ip.,-1.268,91.893,,,,,,
5482,11.11.20 klo 04.30.00 ip.,2.593,88.913,,,,,,
5483,11.11.20 klo 05.00.00 ip.,-2.083,89.744,,,,,,
5484,11.11.20 klo 05.30.00 ip.,-2.126,96.630,,,,,,
5485,11.11.20 klo 06.00.00 ip.,-2.212,95.214,,,,,,
5486,11.11.20 klo 06.30.00 ip.,-0.024,80.293,,,,,,
5487,11.11.20 klo 07.00.00 ip.,0.491,89.182,,,,,,
5488,11.11.20 klo 07.30.00 ip.,-0.839,100.000,,,,,,
5489,11.11.20 klo 08.00.00 ip.,-0.882,98.022,,,,,,
5490,11.11.20 klo 08.30.00 ip.,-4.057,99.829,,,,,,
5491,11.11.20 klo 09.00.00 ip.,-3.156,94.823,,,,,,
5492,11.11.20 klo 09.30.00 ip.,-3.413,100.000,,,,,,
5493,11.11.20 klo 10.00.00 ip.,-3.499,100.000,,,,,,
5494,11.11.20 klo 10.30.00 ip.,-3.328,100.000,,,,,,
5495,11.11.20 klo 11.00.00 ip.,-3.971,100.000,,,,,,
5496,11.11.20 klo 11.30.00 ip.,-2.856,100.000,,,,,,
5497,11.12.20 klo 12.00.00 ap.,-3.885,100.000,,,,,,
5498,11.12.20 klo 12.30.00 ap.,-2.298,100.000,,,,,,
5499,11.12.20 klo 01.00.00 ap.,-3.027,100.000,,,,,,
5500,11.12.20 klo 01.30.00 ap.,-4.271,100.000,,,,,,
5501,11.12.20 klo 02.00.00 ap.,-3.370,100.000,,,,,,
5502,11.12.20 klo 02.30.00 ap.,-2.727,100.000,,,,,,
5503,11.12.20 klo 03.00.00 ap.,-1.912,100.000,,,,,,
5504,11.12.20 klo 03.30.00 ap.,-3.714,100.000,,,,,,
5505,11.12.20 klo 04.00.00 ap.,-2.899,100.000,,,,,,
5506,11.12.20 klo 04.30.00 ap.,-3.113,100.000,,,,,,
5507,11.12.20 klo 05.00.00 ap.,-2.899,100.000,,,,,,
5508,11.12.20 klo 05.30.00 ap.,-3.714,100.000,,,,,,
5509,11.12.20 klo 06.00.00 ap.,-3.971,100.000,,,,,,
5510,11.12.20 klo 06.30.00 ap.,-2.684,100.000,,,,,,
5511,11.12.20 klo 07.00.00 ap.,-2.641,100.000,,,,,,
5512,11.12.20 klo 07.30.00 ap.,-0.754,100.000,,,,,,
5513,11.12.20 klo 08.00.00 ap.,-1.354,100.000,,,,,,
5514,11.12.20 klo 08.30.00 ap.,-1.011,100.000,,,,,,
5515,11.12.20 klo 09.00.00 ap.,-1.569,100.000,,,,,,
5516,11.12.20 klo 09.30.00 ap.,-1.912,100.000,,,,,,
5517,11.12.20 klo 10.00.00 ap.,-1.397,100.000,,,,,,
5518,11.12.20 klo 10.30.00 ap.,-1.268,100.000,,,,,,
5519,11.12.20 klo 11.00.00 ap.,-1.483,100.000,,,,,,
5520,11.12.20 klo 11.30.00 ap.,-1.569,99.780,,,,,,
5521,11.12.20 klo 12.00.00 ip.,-1.569,98.608,,,,,,
5522,11.12.20 klo 12.30.00 ip.,-1.869,98.926,,,,,,
5523,11.12.20 klo 01.00.00 ip.,-0.711,93.797,,,,,,
5524,11.12.20 klo 01.30.00 ip.,-1.440,94.725,,,,,,
5525,11.12.20 klo 02.00.00 ip.,-2.684,96.239,,,,,,
5526,11.12.20 klo 02.30.00 ip.,-2.727,96.972,,,,,,
5527,11.12.20 klo 03.00.00 ip.,-2.984,97.021,,,,,,
5528,11.12.20 klo 03.30.00 ip.,-3.413,97.094,,,,,,
5529,11.12.20 klo 04.00.00 ip.,-3.714,97.167,,,,,,
5530,11.12.20 klo 04.30.00 ip.,-3.714,96.801,,,,,,
5531,11.12.20 klo 05.00.00 ip.,-3.585,95.629,,,,,,
5532,11.12.20 klo 05.30.00 ip.,-3.413,95.409,,,,,,
5533,11.12.20 klo 06.00.00 ip.,-3.542,95.897,,,,,,
5534,11.12.20 klo 06.30.00 ip.,-4.143,97.094,,,,,,
5535,11.12.20 klo 07.00.00 ip.,-3.714,97.045,,,,,,
5536,11.12.20 klo 07.30.00 ip.,-3.757,97.827,,,,,,
5537,11.12.20 klo 08.00.00 ip.,-3.456,98.242,,,,,,
5538,11.12.20 klo 08.30.00 ip.,-3.413,97.973,,,,,,
5539,11.12.20 klo 09.00.00 ip.,-2.856,95.971,,,,,,
5540,11.12.20 klo 09.30.00 ip.,-3.328,96.654,,,,,,
5541,11.12.20 klo 10.00.00 ip.,-3.456,97.582,,,,,,
5542,11.12.20 klo 10.30.00 ip.,-3.413,97.118,,,,,,
5543,11.12.20 klo 11.00.00 ip.,-3.542,97.289,,,,,,
5544,11.12.20 klo 11.30.00 ip.,-3.757,97.143,,,,,,
5545,11.13.20 klo 12.00.00 ap.,-3.842,97.216,,,,,,
5546,11.13.20 klo 12.30.00 ap.,-3.842,97.045,,,,,,
5547,11.13.20 klo 01.00.00 ap.,-4.014,96.874,,,,,,
5548,11.13.20 klo 01.30.00 ap.,-4.143,96.337,,,,,,
5549,11.13.20 klo 02.00.00 ap.,-4.271,95.751,,,,,,
5550,11.13.20 klo 02.30.00 ap.,-4.486,96.313,,,,,,
5551,11.13.20 klo 03.00.00 ap.,-4.529,94.481,,,,,,
5552,11.13.20 klo 03.30.00 ap.,-4.529,95.067,,,,,,
5553,11.13.20 klo 04.00.00 ap.,-4.271,94.286,,,,,,
5554,11.13.20 klo 04.30.00 ap.,-3.285,93.187,,,,,,
5555,11.13.20 klo 05.00.00 ap.,-3.413,93.382,,,,,,
5556,11.13.20 klo 05.30.00 ap.,-2.984,93.797,,,,,,
5557,11.13.20 klo 06.00.00 ap.,-2.941,93.895,,,,,,
5558,11.13.20 klo 06.30.00 ap.,-3.757,95.629,,,,,,
5559,11.13.20 klo 07.00.00 ap.,-3.199,95.604,,,,,,
5560,11.13.20 klo 07.30.00 ap.,-3.113,93.919,,,,,,
5561,11.13.20 klo 08.00.00 ap.,-3.628,96.972,,,,,,
5562,11.13.20 klo 08.30.00 ap.,-3.799,97.460,,,,,,
5563,11.13.20 klo 09.00.00 ap.,-3.628,97.558,,,,,,
5564,11.13.20 klo 09.30.00 ap.,-3.456,97.265,,,,,,
5565,11.13.20 klo 10.00.00 ap.,-2.684,93.578,,,,,,
5566,11.13.20 klo 10.30.00 ap.,-2.941,95.238,,,,,,
5567,11.13.20 klo 11.00.00 ap.,-3.328,96.215,,,,,,
5568,11.13.20 klo 11.30.00 ap.,-2.684,93.822,,,,,,
5569,11.13.20 klo 12.00.00 ip.,-2.512,93.651,,,,,,
5570,11.13.20 klo 12.30.00 ip.,-2.083,91.551,,,,,,
5571,11.13.20 klo 01.00.00 ip.,-2.427,91.722,,,,,,
5572,11.13.20 klo 01.30.00 ip.,-2.255,89.206,,,,,,
5573,11.13.20 klo 02.00.00 ip.,-2.984,91.844,,,,,,
5574,11.13.20 klo 02.30.00 ip.,-3.156,92.869,,,,,,
5575,11.13.20 klo 03.00.00 ip.,-4.271,93.675,,,,,,
5576,11.13.20 klo 03.30.00 ip.,-3.842,95.482,,,,,,
5577,11.13.20 klo 04.00.00 ip.,-5.601,96.752,,,,,,
5578,11.13.20 klo 04.30.00 ip.,-5.987,98.950,,,,,,
5579,11.13.20 klo 05.00.00 ip.,-5.902,97.705,,,,,,
5580,11.13.20 klo 05.30.00 ip.,-5.387,93.382,,,,,,
5581,11.13.20 klo 06.00.00 ip.,-6.245,100.000,,,,,,
5582,11.13.20 klo 06.30.00 ip.,-6.373,96.923,,,,,,
5583,11.13.20 klo 07.00.00 ip.,-6.416,100.000,,,,,,
5584,11.13.20 klo 07.30.00 ip.,-6.331,99.560,,,,,,
5585,11.13.20 klo 08.00.00 ip.,-6.459,98.291,,,,,,
5586,11.13.20 klo 08.30.00 ip.,-6.159,97.900,,,,,,
5587,11.13.20 klo 09.00.00 ip.,-6.116,97.192,,,,,,
